id_control,Descripcion_control,Id_tipo_estgia_control,Id_tipo_med_control,Id_tipo_Qcontrol,Id_valoracion_residual,id_valoracion_residual
544,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ADM,B,544,193
545,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,B,545,193
546,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,INH,C,546,194
547,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,547,194
548,Respirador con filtro de gases,M,ADM,E,548,194
549,Probadores de energia Multitester Revelador de tension,P,INH,D,549,195
550,Colocacion de Barreras  Solidas,P,ELI,C,550,195
551,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,551,196
552,Orejeras Tapones auditivos,P,SUS,D,552,196
553,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,SUS,D,553,196
554,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ELI,D,554,196
555,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,INH,B,555,196
556,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,INH,D,556,197
557,kits de contingencia,M,ELI,D,557,197
558,Respirador y filtros de polvo,M,SUS,C,558,197
559,1. Uso de herramientas adecuadas.,P,EPP,E,559,197
560,Respirador y filtros de polvo,P,ADM,D,560,198
561,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,SUS,E,561,198
562,1. Uso de herramientas adecuadas.,M,ELI,A,562,198
563,Uso del drenaje ecologico tipo check.,M,SUS,E,563,198
564,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,D,564,198
565,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,C,565,199
566,1. Senalizacion,P,INH,B,566,199
567,Uso del drenaje ecologico tipo check.,M,ELI,C,567,199
568,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,SUS,B,568,200
569,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,SUS,A,569,200
570,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,D,570,200
571,Orejeras Tapones auditivos,M,ADM,B,571,200
572,Puntos de anclaje,P,EPP,C,572,201
573,Descripcion,M,ADM,A,573,201
574,Uso del drenaje ecologico tipo check.,M,ELI,C,574,201
575,Instalacion de silenciadores en ventiladores,P,INH,B,575,202
576,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ADM,C,576,202
577,Descripcion,P,ADM,B,577,203
578,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,D,578,203
579,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,C,579,203
580,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,C,580,204
581,Puntos de anclaje,P,SUS,B,581,205
582,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ADM,B,582,206
583,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,D,583,207
584,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ADM,D,584,207
585,Uso del drenaje ecologico tipo check.,M,ADM,A,585,207
586,Probadores de energia Multitester Revelador de tension,P,ELI,C,586,208
587,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,A,587,208
588,guantes de cuero o anticorte.,M,INH,B,588,208
589,Instalacion de silenciadores en ventiladores,P,ELI,B,589,208
590,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,D,590,209
591,Respirador con filtro de gases,P,INH,B,591,209
592,Casco de Seguridad,M,SUS,A,592,210
593,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,C,593,210
594,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,D,594,210
595,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,A,595,211
596,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,D,596,212
597,Timbre de operatividad Circulina de operatividad,M,SUS,D,597,212
598,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,C,598,212
599,Uso del drenaje ecologico tipo check.,P,INH,B,599,212
600,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,EPP,C,600,213
601,Respirador y filtros de polvo,M,INH,E,601,214
602,Instalacion de silenciadores en ventiladores,M,EPP,C,602,214
603,lineas de vida,M,EPP,A,603,215
604,Desenergizar y bloquear  fuente de energia,M,SUS,C,604,215
605,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,D,605,215
606,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,C,606,216
607,Uso de equipos personal de proteccion anticaidas.,M,EPP,B,607,216
608,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ADM,A,608,216
609,Uso de equipos personal de proteccion anticaidas.,M,EPP,A,609,216
610,Orejeras Tapones auditivos,P,ELI,B,610,216
611,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,B,611,217
612,Instalacion de silenciadores en ventiladores,M,EPP,E,612,217
613,1. Uso de herramientas adecuadas.,P,EPP,C,613,218
614,Desenergizar y bloquear  fuente de energia,M,EPP,C,614,218
615,Desenergizar y bloquear  fuente de energia,P,SUS,A,615,219
616,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,616,220
617,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,A,617,220
618,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,A,618,220
619,Casco de Seguridad,P,ELI,B,619,220
620,Timbre de operatividad Circulina de operatividad,P,INH,D,620,221
621,Uso del drenaje ecologico tipo check.,P,INH,E,621,221
622,1. Uso de herramientas adecuadas.,M,EPP,D,622,221
623,Instalacion de silenciadores en ventiladores,M,EPP,D,623,222
624,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,624,222
625,Instalacion de silenciadores en ventiladores,M,INH,E,625,222
626,Descripcion,M,SUS,C,626,223
627,Extintores en Zona de trabajo,P,ELI,D,627,223
628,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,INH,D,628,223
629,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,D,629,224
630,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,SUS,A,630,224
631,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,E,631,224
632,delimitacion de areas 2. Mantener orden y limpieza,P,EPP,D,632,224
633,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,E,633,225
634,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,A,634,225
635,Puntos de anclaje,P,EPP,D,635,225
636,Instalacion de silenciadores en ventiladores,M,INH,E,636,226
637,Descripcion,M,INH,C,637,226
638,Barbiquejo,M,INH,B,638,226
639,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,B,639,226
640,Puntos de anclaje,M,EPP,C,640,226
641,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,ADM,A,641,227
642,Descripcion,P,ADM,E,642,227
643,Timbre de operatividad Circulina de operatividad,M,SUS,A,643,227
644,Descripcion,M,ELI,C,644,227
645,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,E,645,228
646,1. Senalizacion,M,ELI,B,646,228
647,Desenergizar y bloquear  fuente de energia,M,SUS,E,647,229
648,lineas de vida,M,ADM,D,648,229
649,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,D,649,229
650,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,B,650,229
651,Instalacion de silenciadores en ventiladores,P,EPP,C,651,229
652,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,C,652,230
653,lineas de vida,M,ADM,A,653,230
654,Respirador y filtros de polvo,P,SUS,B,654,230
655,Timbre de operatividad Circulina de operatividad,P,EPP,D,655,230
656,Zapatos de seguridad con planta de caucho o material antideslizante.,M,SUS,A,656,231
657,Casco de Seguridad,M,SUS,B,657,231
658,Uso del drenaje ecologico tipo check.,M,ELI,B,658,232
659,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,SUS,D,659,232
660,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,INH,B,660,232
661,Casco de Seguridad,M,ELI,B,661,232
662,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,B,662,233
663,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,D,663,234
664,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,EPP,C,664,235
665,Uso del drenaje ecologico tipo check.,M,SUS,E,665,235
666,Descripcion,M,ADM,E,666,235
667,guantes de cuero o anticorte.,M,INH,C,667,235
668,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,E,668,236
669,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,B,669,236
670,Respirador y filtros de polvo,M,INH,E,670,236
671,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,INH,B,671,236
672,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,D,672,237
673,Desenergizar y bloquear  fuente de energia,P,INH,A,673,237
674,Casco de Seguridad,P,SUS,A,674,238
675,Respirador con filtro de gases,P,SUS,B,675,239
676,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ADM,A,676,239
677,Instalacion de silenciadores en ventiladores,M,ADM,B,677,240
678,Descripcion,M,ELI,B,678,240
679,Casco de Seguridad,P,INH,A,679,240
680,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ADM,E,680,241
681,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,ELI,E,681,241
682,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,E,682,241
683,Orejeras Tapones auditivos,M,SUS,B,683,242
684,1. Uso de herramientas adecuadas.,M,ADM,D,684,242
685,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,P,SUS,A,685,242
686,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,EPP,A,686,242
687,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,D,687,243
688,delimitacion de areas 2. Mantener orden y limpieza,M,INH,A,688,244
689,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,SUS,E,689,244
690,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,B,690,245
691,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,INH,A,691,245
692,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,SUS,B,692,246
693,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,B,693,247
694,1. Uso de herramientas adecuadas.,M,SUS,D,694,247
695,Timbre de operatividad Circulina de operatividad,M,EPP,E,695,248
696,Respirador y filtros de polvo,M,ADM,D,696,248
697,Timbre de operatividad Circulina de operatividad,P,ELI,D,697,248
698,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,SUS,C,698,248
699,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,C,699,248
700,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,E,700,249
701,Uso del drenaje ecologico tipo check.,P,SUS,B,701,249
702,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,SUS,A,702,249
703,Descripcion,M,ELI,B,703,249
704,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ADM,E,704,250
705,Respirador y filtros de polvo,M,INH,D,705,250
706,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,EPP,E,706,250
707,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,707,250
708,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,D,708,250
709,Barbiquejo,P,ADM,C,709,251
710,lineas de vida,P,INH,C,710,251
711,1. Senalizacion,M,EPP,B,711,252
712,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,D,712,252
713,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,INH,C,713,252
714,Colocacion de Barreras  Solidas,M,EPP,B,714,253
715,Respirador y filtros de polvo,P,SUS,E,715,253
716,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,C,716,253
717,kits de contingencia,P,SUS,B,717,254
718,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,ADM,C,718,254
719,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ELI,E,719,255
720,Uso del drenaje ecologico tipo check.,P,EPP,C,720,255
721,Zapatos de seguridad con planta de caucho o material antideslizante.,M,INH,B,721,255
722,Extintores en Zona de trabajo,M,ELI,C,722,255
723,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,E,723,255
724,Desenergizar y bloquear  fuente de energia,M,ADM,A,724,256
725,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,SUS,D,725,256
726,Orejeras Tapones auditivos,P,SUS,C,726,257
727,1. Uso de herramientas adecuadas.,P,EPP,B,727,257
728,Desenergizar y bloquear  fuente de energia,M,ELI,A,728,258
729,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,EPP,C,729,258
730,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,C,730,258
731,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,D,731,258
732,Uso de equipos personal de proteccion anticaidas.,P,INH,A,732,259
733,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ADM,E,733,259
734,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ELI,B,734,259
735,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,D,735,259
736,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,SUS,C,736,259
737,Probadores de energia Multitester Revelador de tension,P,ADM,B,737,260
738,Extintores en Zona de trabajo,M,SUS,A,738,260
739,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ADM,D,739,260
740,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,A,740,260
741,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,C,741,260
742,kits de contingencia,P,SUS,A,742,261
743,Uso del drenaje ecologico tipo check.,M,EPP,C,743,261
744,Respirador con filtro de gases,M,EPP,C,744,261
745,Descripcion,P,SUS,B,745,261
746,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,746,262
747,1. Senalizacion,P,EPP,B,747,262
748,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,D,748,263
749,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ADM,B,749,264
750,1. Senalizacion,M,SUS,D,750,265
751,Uso del drenaje ecologico tipo check.,P,ELI,D,751,265
752,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,C,752,266
753,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ELI,E,753,266
754,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,A,754,266
755,1. Senalizacion,P,ELI,C,755,266
756,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,756,267
757,1. Uso de herramientas adecuadas.,M,ADM,C,757,267
758,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,INH,B,758,267
759,Zapatos de seguridad con planta de caucho o material antideslizante.,M,SUS,D,759,267
760,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,C,760,267
761,Barbiquejo,M,EPP,C,761,268
762,Extintores en Zona de trabajo,P,ELI,A,762,268
763,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,ELI,A,763,269
764,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,764,269
765,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,A,765,269
766,1. Uso de herramientas adecuadas.,P,ELI,D,766,269
767,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,E,767,270
768,Barbiquejo,M,ADM,A,768,270
769,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,769,270
770,Descripcion,M,SUS,C,770,270
771,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,E,771,271
772,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,772,271
773,Respirador y filtros de polvo,M,ELI,C,773,271
774,Extintores en Zona de trabajo,M,INH,C,774,271
775,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,M,INH,A,775,272
776,Desenergizar y bloquear  fuente de energia,M,SUS,D,776,272
777,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,EPP,B,777,272
778,Uso del drenaje ecologico tipo check.,M,ADM,C,778,273
779,Orejeras Tapones auditivos,M,EPP,E,779,274
780,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ELI,B,780,275
781,Uso del drenaje ecologico tipo check.,P,ELI,B,781,275
782,Probadores de energia Multitester Revelador de tension,P,INH,A,782,275
783,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,E,783,275
784,lineas de vida,M,ADM,D,784,276
785,Instalacion de silenciadores en ventiladores,P,EPP,E,785,276
786,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,A,786,276
787,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,B,787,276
788,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,SUS,C,788,277
789,1. Senalizacion,M,SUS,A,789,278
790,Descripcion,M,ADM,D,790,279
791,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,B,791,279
792,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,ELI,E,792,279
793,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,ELI,D,793,279
794,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ADM,C,794,279
795,Desenergizar y bloquear  fuente de energia,P,INH,C,795,280
796,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,796,281
797,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,D,797,281
