id_incidente,descripcion_incidente,fecha,criticidad,usuario_involucrado,medidas_tomadas
567,acceso no autorizado a base de datos,2024-10-23,baja,ana.lopez,medidas tomadas para resolver el incidente
568,incidente de phishing detectado en correo,2024-05-15,baja,,medidas tomadas para resolver el incidente
569,problema en el sistema de autenticación,2024-03-03,baja,,medidas tomadas para resolver el incidente
570,explotación de vulnerabilidad en servidor web,2024-07-11,media,maria.gomez,medidas tomadas para resolver el incidente
571,fallo en la autenticación de dos factores,2024-10-28,alta,juan.perez,medidas tomadas para resolver el incidente
572,acceso no autorizado a base de datos,2024-01-26,alta,carlos.smith,medidas tomadas para resolver el incidente
573,acceso no autorizado a la red de administración,2024-10-09,baja,,medidas tomadas para resolver el incidente
574,explotación de vulnerabilidad en servidor web,2024-09-26,baja,laura.martinez,medidas tomadas para resolver el incidente
575,explotación de vulnerabilidad en servidor web,2024-03-08,alta,jose.rodriguez,medidas tomadas para resolver el incidente
576,fallo en la autenticación de dos factores,2024-02-17,media,maria.gomez,medidas tomadas para resolver el incidente
577,acceso no autorizado a la red de administración,2024-10-31,baja,ana.lopez,medidas tomadas para resolver el incidente
578,acceso no autorizado a base de datos,2024-11-13,alta,carlos.smith,medidas tomadas para resolver el incidente
579,incidente de phishing detectado en correo,2024-01-09,media,jose.rodriguez,medidas tomadas para resolver el incidente
580,acceso no autorizado a la red de administración,2024-01-27,alta,juan.perez,medidas tomadas para resolver el incidente
581,explotación de vulnerabilidad en servidor web,2024-12-29,baja,ana.lopez,medidas tomadas para resolver el incidente
582,explotación de vulnerabilidad en servidor web,2024-02-29,alta,,medidas tomadas para resolver el incidente
583,problema en el sistema de autenticación,2024-03-06,media,,medidas tomadas para resolver el incidente
584,ataque ddos en el servidor de la empresa,2024-05-10,baja,carlos.smith,medidas tomadas para resolver el incidente
585,problema en el sistema de autenticación,2024-10-01,baja,pedro.juarez,medidas tomadas para resolver el incidente
586,incidente de phishing detectado en correo,2024-05-11,alta,jose.rodriguez,medidas tomadas para resolver el incidente
587,problema en el sistema de autenticación,2024-05-09,baja,,medidas tomadas para resolver el incidente
588,acceso no autorizado a la red de administración,2024-01-19,media,laura.martinez,medidas tomadas para resolver el incidente
589,ataque ddos en el servidor de la empresa,2024-08-18,media,juan.perez,medidas tomadas para resolver el incidente
590,explotación de vulnerabilidad en servidor web,2024-04-27,baja,ana.lopez,medidas tomadas para resolver el incidente
591,ataque ddos en el servidor de la empresa,2024-05-19,alta,ana.lopez,medidas tomadas para resolver el incidente
592,acceso no autorizado a base de datos,2024-02-28,alta,carlos.smith,medidas tomadas para resolver el incidente
593,acceso no autorizado a la red de administración,2024-02-25,baja,pedro.juarez,medidas tomadas para resolver el incidente
594,problema en el sistema de autenticación,2024-11-18,alta,laura.martinez,medidas tomadas para resolver el incidente
595,acceso no autorizado a la red de administración,2024-09-03,baja,ana.lopez,medidas tomadas para resolver el incidente
596,ataque ddos en el servidor de la empresa,2024-02-02,alta,,medidas tomadas para resolver el incidente
597,fallo en la autenticación de dos factores,2024-02-05,media,jose.rodriguez,medidas tomadas para resolver el incidente
598,incidente de phishing detectado en correo,2024-04-13,media,pedro.juarez,medidas tomadas para resolver el incidente
599,incidente de phishing detectado en correo,2024-12-19,baja,laura.martinez,medidas tomadas para resolver el incidente
600,problema en el sistema de autenticación,2024-06-25,baja,,medidas tomadas para resolver el incidente
601,explotación de vulnerabilidad en servidor web,2024-11-02,baja,pedro.juarez,medidas tomadas para resolver el incidente
602,explotación de vulnerabilidad en servidor web,2024-01-04,alta,juan.perez,medidas tomadas para resolver el incidente
603,fallo en la autenticación de dos factores,2024-07-18,alta,ana.lopez,medidas tomadas para resolver el incidente
604,acceso no autorizado a base de datos,2024-11-11,media,jose.rodriguez,medidas tomadas para resolver el incidente
605,acceso no autorizado a base de datos,2024-04-15,alta,jose.rodriguez,medidas tomadas para resolver el incidente
606,acceso no autorizado a la red de administración,2024-03-20,media,carlos.smith,medidas tomadas para resolver el incidente
607,problema en el sistema de autenticación,2024-05-21,alta,pedro.juarez,medidas tomadas para resolver el incidente
608,acceso no autorizado a la red de administración,2024-05-25,alta,juan.perez,medidas tomadas para resolver el incidente
609,acceso no autorizado a base de datos,2024-08-21,baja,maria.gomez,medidas tomadas para resolver el incidente
610,fallo en la autenticación de dos factores,2024-04-19,baja,pedro.juarez,medidas tomadas para resolver el incidente
611,fallo en la autenticación de dos factores,2024-05-25,baja,laura.martinez,medidas tomadas para resolver el incidente
612,intento de acceso sospechoso a la red interna,2024-05-26,alta,ana.lopez,medidas tomadas para resolver el incidente
613,ataque ddos en el servidor de la empresa,2024-07-17,alta,ana.lopez,medidas tomadas para resolver el incidente
614,acceso no autorizado a base de datos,2024-04-23,alta,jose.rodriguez,medidas tomadas para resolver el incidente
615,intento de acceso sospechoso a la red interna,2024-07-12,alta,jose.rodriguez,medidas tomadas para resolver el incidente
616,acceso no autorizado a base de datos,2024-07-26,baja,,medidas tomadas para resolver el incidente
617,explotación de vulnerabilidad en servidor web,2024-05-18,alta,,medidas tomadas para resolver el incidente
618,ataque ddos en el servidor de la empresa,2024-04-18,alta,jose.rodriguez,medidas tomadas para resolver el incidente
619,incidente de phishing detectado en correo,2024-10-02,alta,,medidas tomadas para resolver el incidente
620,explotación de vulnerabilidad en servidor web,2024-05-22,baja,ana.lopez,medidas tomadas para resolver el incidente
621,acceso no autorizado a la red de administración,2024-09-16,alta,,medidas tomadas para resolver el incidente
622,problema en el sistema de autenticación,2024-05-20,alta,,medidas tomadas para resolver el incidente
623,acceso no autorizado a base de datos,2024-09-21,baja,laura.martinez,medidas tomadas para resolver el incidente
624,explotación de vulnerabilidad en servidor web,2024-03-01,baja,,medidas tomadas para resolver el incidente
625,problema en el sistema de autenticación,2024-09-05,alta,,medidas tomadas para resolver el incidente
626,acceso no autorizado a la red de administración,2024-12-09,alta,maria.gomez,medidas tomadas para resolver el incidente
627,fallo en la autenticación de dos factores,2024-03-12,alta,maria.gomez,medidas tomadas para resolver el incidente
628,problema en el sistema de autenticación,2024-03-16,baja,pedro.juarez,medidas tomadas para resolver el incidente
629,acceso no autorizado a la red de administración,2024-07-28,alta,pedro.juarez,medidas tomadas para resolver el incidente
630,problema en el sistema de autenticación,2024-01-21,baja,,medidas tomadas para resolver el incidente
631,intento de acceso sospechoso a la red interna,2024-06-23,alta,pedro.juarez,medidas tomadas para resolver el incidente
632,acceso no autorizado a base de datos,2024-12-26,alta,,medidas tomadas para resolver el incidente
633,problema en el sistema de autenticación,2024-11-10,alta,maria.gomez,medidas tomadas para resolver el incidente
634,explotación de vulnerabilidad en servidor web,2024-11-07,alta,jose.rodriguez,medidas tomadas para resolver el incidente
635,fallo en la autenticación de dos factores,2024-10-19,baja,juan.perez,medidas tomadas para resolver el incidente
636,incidente de phishing detectado en correo,2024-02-03,baja,ana.lopez,medidas tomadas para resolver el incidente
637,ataque ddos en el servidor de la empresa,2024-08-08,baja,jose.rodriguez,medidas tomadas para resolver el incidente
638,fallo en la autenticación de dos factores,2024-03-29,alta,ana.lopez,medidas tomadas para resolver el incidente
639,ataque ddos en el servidor de la empresa,2024-06-26,baja,pedro.juarez,medidas tomadas para resolver el incidente
640,fallo en la autenticación de dos factores,2024-02-27,alta,,medidas tomadas para resolver el incidente
641,fallo en la autenticación de dos factores,2024-01-05,media,jose.rodriguez,medidas tomadas para resolver el incidente
642,acceso no autorizado a la red de administración,2024-02-13,media,,medidas tomadas para resolver el incidente
643,fallo en la autenticación de dos factores,2024-11-29,baja,pedro.juarez,medidas tomadas para resolver el incidente
644,incidente de phishing detectado en correo,2024-10-17,alta,jose.rodriguez,medidas tomadas para resolver el incidente
645,ataque ddos en el servidor de la empresa,2024-06-06,media,,medidas tomadas para resolver el incidente
646,acceso no autorizado a base de datos,2024-12-06,alta,laura.martinez,medidas tomadas para resolver el incidente
647,acceso no autorizado a la red de administración,2024-07-07,media,maria.gomez,medidas tomadas para resolver el incidente
648,acceso no autorizado a la red de administración,2024-07-23,baja,laura.martinez,medidas tomadas para resolver el incidente
649,acceso no autorizado a la red de administración,2024-09-11,alta,laura.martinez,medidas tomadas para resolver el incidente
650,explotación de vulnerabilidad en servidor web,2024-03-17,baja,juan.perez,medidas tomadas para resolver el incidente
651,acceso no autorizado a base de datos,2024-02-05,alta,laura.martinez,medidas tomadas para resolver el incidente
652,ataque ddos en el servidor de la empresa,2024-10-24,media,laura.martinez,medidas tomadas para resolver el incidente
653,acceso no autorizado a base de datos,2024-11-15,baja,carlos.smith,medidas tomadas para resolver el incidente
654,acceso no autorizado a la red de administración,2024-06-18,media,jose.rodriguez,medidas tomadas para resolver el incidente
655,explotación de vulnerabilidad en servidor web,2024-05-08,baja,ana.lopez,medidas tomadas para resolver el incidente
656,acceso no autorizado a base de datos,2024-11-26,media,juan.perez,medidas tomadas para resolver el incidente
657,acceso no autorizado a base de datos,2024-08-26,media,carlos.smith,medidas tomadas para resolver el incidente
658,fallo en la autenticación de dos factores,2024-07-03,media,pedro.juarez,medidas tomadas para resolver el incidente
659,explotación de vulnerabilidad en servidor web,2024-05-11,baja,jose.rodriguez,medidas tomadas para resolver el incidente
660,ataque ddos en el servidor de la empresa,2024-04-15,baja,,medidas tomadas para resolver el incidente
661,intento de acceso sospechoso a la red interna,2024-01-31,alta,,medidas tomadas para resolver el incidente
662,intento de acceso sospechoso a la red interna,2024-12-12,alta,,medidas tomadas para resolver el incidente
663,acceso no autorizado a la red de administración,2024-05-03,alta,pedro.juarez,medidas tomadas para resolver el incidente
664,ataque ddos en el servidor de la empresa,2024-01-07,alta,carlos.smith,medidas tomadas para resolver el incidente
665,incidente de phishing detectado en correo,2024-10-10,baja,carlos.smith,medidas tomadas para resolver el incidente
666,incidente de phishing detectado en correo,2024-09-26,media,carlos.smith,medidas tomadas para resolver el incidente
667,acceso no autorizado a base de datos,2024-10-26,baja,pedro.juarez,medidas tomadas para resolver el incidente
668,problema en el sistema de autenticación,2024-06-12,media,laura.martinez,medidas tomadas para resolver el incidente
669,acceso no autorizado a base de datos,2024-02-19,baja,,medidas tomadas para resolver el incidente
670,problema en el sistema de autenticación,2024-04-05,media,maria.gomez,medidas tomadas para resolver el incidente
671,intento de acceso sospechoso a la red interna,2024-02-14,baja,,medidas tomadas para resolver el incidente
672,problema en el sistema de autenticación,2024-04-14,media,juan.perez,medidas tomadas para resolver el incidente
673,fallo en la autenticación de dos factores,2024-12-22,baja,juan.perez,medidas tomadas para resolver el incidente
674,problema en el sistema de autenticación,2024-07-19,media,juan.perez,medidas tomadas para resolver el incidente
675,explotación de vulnerabilidad en servidor web,2024-07-14,media,juan.perez,medidas tomadas para resolver el incidente
676,fallo en la autenticación de dos factores,2024-05-07,alta,juan.perez,medidas tomadas para resolver el incidente
677,intento de acceso sospechoso a la red interna,2024-06-09,baja,jose.rodriguez,medidas tomadas para resolver el incidente
678,acceso no autorizado a base de datos,2024-02-03,alta,maria.gomez,medidas tomadas para resolver el incidente
679,ataque ddos en el servidor de la empresa,2024-12-18,baja,jose.rodriguez,medidas tomadas para resolver el incidente
680,acceso no autorizado a la red de administración,2024-06-26,alta,ana.lopez,medidas tomadas para resolver el incidente
681,intento de acceso sospechoso a la red interna,2024-01-31,alta,carlos.smith,medidas tomadas para resolver el incidente
682,intento de acceso sospechoso a la red interna,2024-04-23,alta,jose.rodriguez,medidas tomadas para resolver el incidente
683,ataque ddos en el servidor de la empresa,2024-09-09,alta,carlos.smith,medidas tomadas para resolver el incidente
684,acceso no autorizado a base de datos,2024-04-24,media,ana.lopez,medidas tomadas para resolver el incidente
685,acceso no autorizado a la red de administración,2024-10-13,alta,pedro.juarez,medidas tomadas para resolver el incidente
686,ataque ddos en el servidor de la empresa,2024-06-14,alta,,medidas tomadas para resolver el incidente
687,acceso no autorizado a la red de administración,2024-06-22,alta,ana.lopez,medidas tomadas para resolver el incidente
688,acceso no autorizado a base de datos,2024-07-09,media,carlos.smith,medidas tomadas para resolver el incidente
689,intento de acceso sospechoso a la red interna,2024-01-09,media,laura.martinez,medidas tomadas para resolver el incidente
690,explotación de vulnerabilidad en servidor web,2024-11-13,alta,jose.rodriguez,medidas tomadas para resolver el incidente
691,acceso no autorizado a la red de administración,2024-11-10,baja,maria.gomez,medidas tomadas para resolver el incidente
692,explotación de vulnerabilidad en servidor web,2024-11-17,baja,carlos.smith,medidas tomadas para resolver el incidente
693,fallo en la autenticación de dos factores,2024-01-07,media,ana.lopez,medidas tomadas para resolver el incidente
694,intento de acceso sospechoso a la red interna,2024-04-01,baja,maria.gomez,medidas tomadas para resolver el incidente
695,intento de acceso sospechoso a la red interna,2024-02-04,media,maria.gomez,medidas tomadas para resolver el incidente
696,problema en el sistema de autenticación,2024-07-08,media,carlos.smith,medidas tomadas para resolver el incidente
697,acceso no autorizado a base de datos,2024-05-22,alta,juan.perez,medidas tomadas para resolver el incidente
698,incidente de phishing detectado en correo,2024-10-26,alta,jose.rodriguez,medidas tomadas para resolver el incidente
699,problema en el sistema de autenticación,2024-08-10,baja,carlos.smith,medidas tomadas para resolver el incidente
700,explotación de vulnerabilidad en servidor web,2024-02-24,baja,jose.rodriguez,medidas tomadas para resolver el incidente
701,acceso no autorizado a base de datos,2024-09-09,baja,,medidas tomadas para resolver el incidente
702,explotación de vulnerabilidad en servidor web,2024-09-30,baja,,medidas tomadas para resolver el incidente
703,acceso no autorizado a la red de administración,2024-08-19,baja,carlos.smith,medidas tomadas para resolver el incidente
704,ataque ddos en el servidor de la empresa,2024-07-13,media,maria.gomez,medidas tomadas para resolver el incidente
705,ataque ddos en el servidor de la empresa,2024-01-07,baja,pedro.juarez,medidas tomadas para resolver el incidente
706,ataque ddos en el servidor de la empresa,2024-07-25,alta,ana.lopez,medidas tomadas para resolver el incidente
707,intento de acceso sospechoso a la red interna,2024-01-27,baja,juan.perez,medidas tomadas para resolver el incidente
708,ataque ddos en el servidor de la empresa,2024-01-27,alta,jose.rodriguez,medidas tomadas para resolver el incidente
709,acceso no autorizado a base de datos,2024-10-22,media,,medidas tomadas para resolver el incidente
710,acceso no autorizado a la red de administración,2024-01-28,alta,ana.lopez,medidas tomadas para resolver el incidente
711,ataque ddos en el servidor de la empresa,2024-12-02,alta,pedro.juarez,medidas tomadas para resolver el incidente
712,intento de acceso sospechoso a la red interna,2024-04-17,baja,maria.gomez,medidas tomadas para resolver el incidente
713,fallo en la autenticación de dos factores,2024-01-29,media,,medidas tomadas para resolver el incidente
714,fallo en la autenticación de dos factores,2024-10-14,alta,,medidas tomadas para resolver el incidente
715,acceso no autorizado a la red de administración,2024-11-08,baja,ana.lopez,medidas tomadas para resolver el incidente
716,problema en el sistema de autenticación,2024-07-28,alta,juan.perez,medidas tomadas para resolver el incidente
717,acceso no autorizado a base de datos,2024-01-29,baja,,medidas tomadas para resolver el incidente
718,ataque ddos en el servidor de la empresa,2024-05-10,media,jose.rodriguez,medidas tomadas para resolver el incidente
719,ataque ddos en el servidor de la empresa,2024-10-27,baja,laura.martinez,medidas tomadas para resolver el incidente
720,fallo en la autenticación de dos factores,2024-03-12,alta,maria.gomez,medidas tomadas para resolver el incidente
721,acceso no autorizado a base de datos,2024-05-03,alta,,medidas tomadas para resolver el incidente
722,intento de acceso sospechoso a la red interna,2024-09-22,media,ana.lopez,medidas tomadas para resolver el incidente
723,fallo en la autenticación de dos factores,2024-11-29,baja,,medidas tomadas para resolver el incidente
724,acceso no autorizado a la red de administración,2024-10-28,alta,,medidas tomadas para resolver el incidente
725,intento de acceso sospechoso a la red interna,2024-01-24,media,juan.perez,medidas tomadas para resolver el incidente
726,acceso no autorizado a la red de administración,2024-07-11,baja,jose.rodriguez,medidas tomadas para resolver el incidente
727,problema en el sistema de autenticación,2024-02-09,baja,pedro.juarez,medidas tomadas para resolver el incidente
728,explotación de vulnerabilidad en servidor web,2024-07-26,media,,medidas tomadas para resolver el incidente
729,incidente de phishing detectado en correo,2024-11-09,media,pedro.juarez,medidas tomadas para resolver el incidente
730,incidente de phishing detectado en correo,2024-09-02,media,laura.martinez,medidas tomadas para resolver el incidente
731,explotación de vulnerabilidad en servidor web,2024-10-29,baja,pedro.juarez,medidas tomadas para resolver el incidente
732,fallo en la autenticación de dos factores,2024-04-05,baja,ana.lopez,medidas tomadas para resolver el incidente
733,intento de acceso sospechoso a la red interna,2024-08-11,alta,maria.gomez,medidas tomadas para resolver el incidente
734,incidente de phishing detectado en correo,2024-02-05,media,ana.lopez,medidas tomadas para resolver el incidente
735,intento de acceso sospechoso a la red interna,2024-10-20,alta,carlos.smith,medidas tomadas para resolver el incidente
736,incidente de phishing detectado en correo,2024-03-08,baja,pedro.juarez,medidas tomadas para resolver el incidente
737,incidente de phishing detectado en correo,2024-10-28,baja,ana.lopez,medidas tomadas para resolver el incidente
738,acceso no autorizado a base de datos,2024-03-07,baja,ana.lopez,medidas tomadas para resolver el incidente
739,acceso no autorizado a la red de administración,2024-02-25,baja,ana.lopez,medidas tomadas para resolver el incidente
740,explotación de vulnerabilidad en servidor web,2024-12-10,baja,,medidas tomadas para resolver el incidente
741,acceso no autorizado a base de datos,2024-09-20,media,carlos.smith,medidas tomadas para resolver el incidente
742,explotación de vulnerabilidad en servidor web,2024-04-26,media,,medidas tomadas para resolver el incidente
743,intento de acceso sospechoso a la red interna,2024-05-21,media,carlos.smith,medidas tomadas para resolver el incidente
744,ataque ddos en el servidor de la empresa,2024-06-21,media,laura.martinez,medidas tomadas para resolver el incidente
745,explotación de vulnerabilidad en servidor web,2024-10-06,baja,maria.gomez,medidas tomadas para resolver el incidente
746,acceso no autorizado a la red de administración,2024-07-08,baja,jose.rodriguez,medidas tomadas para resolver el incidente
747,explotación de vulnerabilidad en servidor web,2024-08-27,baja,ana.lopez,medidas tomadas para resolver el incidente
748,explotación de vulnerabilidad en servidor web,2024-02-15,alta,,medidas tomadas para resolver el incidente
749,incidente de phishing detectado en correo,2024-04-16,media,,medidas tomadas para resolver el incidente
750,incidente de phishing detectado en correo,2024-07-23,baja,ana.lopez,medidas tomadas para resolver el incidente
751,intento de acceso sospechoso a la red interna,2024-03-15,baja,carlos.smith,medidas tomadas para resolver el incidente
752,ataque ddos en el servidor de la empresa,2024-06-12,media,carlos.smith,medidas tomadas para resolver el incidente
753,problema en el sistema de autenticación,2024-01-13,media,maria.gomez,medidas tomadas para resolver el incidente
754,fallo en la autenticación de dos factores,2024-02-16,baja,,medidas tomadas para resolver el incidente
755,fallo en la autenticación de dos factores,2024-04-19,alta,laura.martinez,medidas tomadas para resolver el incidente
756,intento de acceso sospechoso a la red interna,2024-10-22,baja,carlos.smith,medidas tomadas para resolver el incidente
757,fallo en la autenticación de dos factores,2024-04-02,media,maria.gomez,medidas tomadas para resolver el incidente
758,explotación de vulnerabilidad en servidor web,2024-07-23,alta,ana.lopez,medidas tomadas para resolver el incidente
759,ataque ddos en el servidor de la empresa,2024-03-30,media,pedro.juarez,medidas tomadas para resolver el incidente
760,incidente de phishing detectado en correo,2024-11-17,baja,pedro.juarez,medidas tomadas para resolver el incidente
761,ataque ddos en el servidor de la empresa,2024-09-04,baja,ana.lopez,medidas tomadas para resolver el incidente
762,acceso no autorizado a base de datos,2024-09-25,alta,carlos.smith,medidas tomadas para resolver el incidente
763,acceso no autorizado a la red de administración,2024-12-30,alta,,medidas tomadas para resolver el incidente
764,fallo en la autenticación de dos factores,2024-09-28,media,ana.lopez,medidas tomadas para resolver el incidente
765,fallo en la autenticación de dos factores,2024-02-15,baja,carlos.smith,medidas tomadas para resolver el incidente
766,acceso no autorizado a la red de administración,2024-02-03,baja,juan.perez,medidas tomadas para resolver el incidente
767,ataque ddos en el servidor de la empresa,2024-02-14,media,juan.perez,medidas tomadas para resolver el incidente
768,incidente de phishing detectado en correo,2024-10-13,alta,juan.perez,medidas tomadas para resolver el incidente
769,incidente de phishing detectado en correo,2024-05-05,alta,,medidas tomadas para resolver el incidente
770,acceso no autorizado a base de datos,2024-10-01,alta,,medidas tomadas para resolver el incidente
771,ataque ddos en el servidor de la empresa,2024-08-31,media,jose.rodriguez,medidas tomadas para resolver el incidente
772,acceso no autorizado a base de datos,2024-09-24,alta,jose.rodriguez,medidas tomadas para resolver el incidente
773,incidente de phishing detectado en correo,2024-07-03,baja,,medidas tomadas para resolver el incidente
774,incidente de phishing detectado en correo,2024-04-14,alta,maria.gomez,medidas tomadas para resolver el incidente
775,acceso no autorizado a la red de administración,2024-06-08,alta,maria.gomez,medidas tomadas para resolver el incidente
776,problema en el sistema de autenticación,2024-11-12,baja,pedro.juarez,medidas tomadas para resolver el incidente
777,problema en el sistema de autenticación,2024-06-01,baja,ana.lopez,medidas tomadas para resolver el incidente
778,ataque ddos en el servidor de la empresa,2024-12-23,alta,jose.rodriguez,medidas tomadas para resolver el incidente
779,intento de acceso sospechoso a la red interna,2024-06-15,alta,laura.martinez,medidas tomadas para resolver el incidente
780,acceso no autorizado a la red de administración,2024-05-01,media,maria.gomez,medidas tomadas para resolver el incidente
781,acceso no autorizado a la red de administración,2024-09-17,baja,carlos.smith,medidas tomadas para resolver el incidente
782,intento de acceso sospechoso a la red interna,2024-09-23,media,laura.martinez,medidas tomadas para resolver el incidente
783,fallo en la autenticación de dos factores,2024-12-23,baja,pedro.juarez,medidas tomadas para resolver el incidente
784,intento de acceso sospechoso a la red interna,2024-08-15,alta,maria.gomez,medidas tomadas para resolver el incidente
785,fallo en la autenticación de dos factores,2024-04-28,baja,carlos.smith,medidas tomadas para resolver el incidente
786,intento de acceso sospechoso a la red interna,2024-11-27,media,laura.martinez,medidas tomadas para resolver el incidente
787,explotación de vulnerabilidad en servidor web,2024-01-05,baja,,medidas tomadas para resolver el incidente
788,incidente de phishing detectado en correo,2024-02-05,baja,maria.gomez,medidas tomadas para resolver el incidente
789,fallo en la autenticación de dos factores,2024-08-11,baja,juan.perez,medidas tomadas para resolver el incidente
790,problema en el sistema de autenticación,2024-06-06,alta,jose.rodriguez,medidas tomadas para resolver el incidente
791,incidente de phishing detectado en correo,2024-06-20,baja,jose.rodriguez,medidas tomadas para resolver el incidente
792,explotación de vulnerabilidad en servidor web,2024-02-19,alta,carlos.smith,medidas tomadas para resolver el incidente
793,incidente de phishing detectado en correo,2024-11-27,baja,carlos.smith,medidas tomadas para resolver el incidente
794,explotación de vulnerabilidad en servidor web,2024-03-07,media,carlos.smith,medidas tomadas para resolver el incidente
795,explotación de vulnerabilidad en servidor web,2024-02-08,alta,maria.gomez,medidas tomadas para resolver el incidente
796,explotación de vulnerabilidad en servidor web,2024-06-23,alta,maria.gomez,medidas tomadas para resolver el incidente
797,ataque ddos en el servidor de la empresa,2024-12-25,baja,juan.perez,medidas tomadas para resolver el incidente
798,explotación de vulnerabilidad en servidor web,2024-02-11,baja,,medidas tomadas para resolver el incidente
799,problema en el sistema de autenticación,2024-08-31,media,jose.rodriguez,medidas tomadas para resolver el incidente
800,intento de acceso sospechoso a la red interna,2024-01-28,alta,pedro.juarez,medidas tomadas para resolver el incidente
801,problema en el sistema de autenticación,2024-03-24,alta,jose.rodriguez,medidas tomadas para resolver el incidente
802,acceso no autorizado a base de datos,2024-03-07,baja,carlos.smith,medidas tomadas para resolver el incidente
803,acceso no autorizado a la red de administración,2024-06-26,media,maria.gomez,medidas tomadas para resolver el incidente
804,fallo en la autenticación de dos factores,2024-05-28,media,pedro.juarez,medidas tomadas para resolver el incidente
805,acceso no autorizado a la red de administración,2024-12-20,alta,ana.lopez,medidas tomadas para resolver el incidente
806,fallo en la autenticación de dos factores,2024-01-20,media,ana.lopez,medidas tomadas para resolver el incidente
807,intento de acceso sospechoso a la red interna,2024-04-02,baja,pedro.juarez,medidas tomadas para resolver el incidente
808,acceso no autorizado a la red de administración,2024-01-18,baja,jose.rodriguez,medidas tomadas para resolver el incidente
809,intento de acceso sospechoso a la red interna,2024-03-18,media,,medidas tomadas para resolver el incidente
810,acceso no autorizado a la red de administración,2024-02-23,baja,juan.perez,medidas tomadas para resolver el incidente
811,intento de acceso sospechoso a la red interna,2024-11-28,media,laura.martinez,medidas tomadas para resolver el incidente
812,explotación de vulnerabilidad en servidor web,2024-01-11,baja,,medidas tomadas para resolver el incidente
813,ataque ddos en el servidor de la empresa,2024-01-31,media,laura.martinez,medidas tomadas para resolver el incidente
814,acceso no autorizado a la red de administración,2024-11-27,alta,carlos.smith,medidas tomadas para resolver el incidente
815,explotación de vulnerabilidad en servidor web,2024-01-05,baja,jose.rodriguez,medidas tomadas para resolver el incidente
816,fallo en la autenticación de dos factores,2024-10-11,media,,medidas tomadas para resolver el incidente
817,incidente de phishing detectado en correo,2024-01-04,media,carlos.smith,medidas tomadas para resolver el incidente
818,intento de acceso sospechoso a la red interna,2024-06-11,alta,laura.martinez,medidas tomadas para resolver el incidente
819,fallo en la autenticación de dos factores,2024-01-08,alta,ana.lopez,medidas tomadas para resolver el incidente
820,acceso no autorizado a base de datos,2024-04-16,alta,maria.gomez,medidas tomadas para resolver el incidente
821,acceso no autorizado a la red de administración,2024-09-30,baja,juan.perez,medidas tomadas para resolver el incidente
822,intento de acceso sospechoso a la red interna,2024-08-09,media,jose.rodriguez,medidas tomadas para resolver el incidente
823,acceso no autorizado a base de datos,2024-12-27,alta,maria.gomez,medidas tomadas para resolver el incidente
824,intento de acceso sospechoso a la red interna,2024-01-26,baja,ana.lopez,medidas tomadas para resolver el incidente
825,explotación de vulnerabilidad en servidor web,2024-04-09,baja,juan.perez,medidas tomadas para resolver el incidente
826,fallo en la autenticación de dos factores,2024-12-06,baja,pedro.juarez,medidas tomadas para resolver el incidente
827,ataque ddos en el servidor de la empresa,2024-05-30,alta,jose.rodriguez,medidas tomadas para resolver el incidente
828,incidente de phishing detectado en correo,2024-08-10,alta,pedro.juarez,medidas tomadas para resolver el incidente
829,acceso no autorizado a base de datos,2024-10-26,baja,laura.martinez,medidas tomadas para resolver el incidente
830,explotación de vulnerabilidad en servidor web,2024-02-04,baja,,medidas tomadas para resolver el incidente
831,explotación de vulnerabilidad en servidor web,2024-03-30,media,carlos.smith,medidas tomadas para resolver el incidente
832,problema en el sistema de autenticación,2024-07-03,alta,laura.martinez,medidas tomadas para resolver el incidente
833,incidente de phishing detectado en correo,2024-03-01,alta,ana.lopez,medidas tomadas para resolver el incidente
834,acceso no autorizado a la red de administración,2024-08-26,baja,jose.rodriguez,medidas tomadas para resolver el incidente
835,fallo en la autenticación de dos factores,2024-12-11,media,,medidas tomadas para resolver el incidente
836,explotación de vulnerabilidad en servidor web,2024-06-26,baja,carlos.smith,medidas tomadas para resolver el incidente
837,incidente de phishing detectado en correo,2024-03-10,baja,maria.gomez,medidas tomadas para resolver el incidente
838,intento de acceso sospechoso a la red interna,2024-07-27,baja,maria.gomez,medidas tomadas para resolver el incidente
839,ataque ddos en el servidor de la empresa,2024-10-20,media,pedro.juarez,medidas tomadas para resolver el incidente
840,incidente de phishing detectado en correo,2024-03-01,baja,laura.martinez,medidas tomadas para resolver el incidente
841,incidente de phishing detectado en correo,2024-01-16,baja,,medidas tomadas para resolver el incidente
842,explotación de vulnerabilidad en servidor web,2024-03-08,baja,pedro.juarez,medidas tomadas para resolver el incidente
843,fallo en la autenticación de dos factores,2024-05-31,alta,jose.rodriguez,medidas tomadas para resolver el incidente
844,fallo en la autenticación de dos factores,2024-07-22,media,,medidas tomadas para resolver el incidente
845,incidente de phishing detectado en correo,2024-12-19,media,,medidas tomadas para resolver el incidente
846,intento de acceso sospechoso a la red interna,2024-01-06,baja,carlos.smith,medidas tomadas para resolver el incidente
847,ataque ddos en el servidor de la empresa,2024-03-23,baja,laura.martinez,medidas tomadas para resolver el incidente
848,fallo en la autenticación de dos factores,2024-04-03,baja,maria.gomez,medidas tomadas para resolver el incidente
