"Id_Notificacion","Id_Administrador","Tipo_Evento","Fecha_Hora_Notificacion","Estado_Notificacion","Mensaje_Notificacion","Prioridad","Id_Sesion","Id_autenticacion"
"406","1","Acceso Permitido","2024-02-06 22:56:20","Pendiente","Acceso Permitido detectado desde Tarapoto, Peru","Alta","268","736"
"407","5","Acceso Permitido","2023-11-27 09:27:10","Investigando","Acceso Permitido detectado desde Lima, Peru","Baja","404","268"
"408","4","Fallo de Autenticación","2024-01-27 21:00:48","Investigando","Fallo de Autenticación detectado desde Sullana, Peru","Alta","745","962"
"409","1","Acceso Bloqueado","2024-02-23 14:03:34","Investigando","Acceso Bloqueado detectado desde Arequipa, Peru","Media","716","236"
"410","1","Reintento de Autenticación","2023-10-11 11:04:47","Leída","Reintento de Autenticación detectado desde Iquitos, Peru","Baja","163","723"
"411","3","Acceso Permitido","2024-04-21 17:29:46","Resuelta","Acceso Permitido detectado desde Huaraz, Peru","Alta","167","445"
"412","5","Acceso Bloqueado","2023-04-01 06:01:10","Pendiente","Acceso Bloqueado detectado desde Tacna, Peru","Media","64","263"
"413","1","Fallo de Autenticación","2023-03-03 20:09:07","Enviada","Fallo de Autenticación detectado desde Tarapoto, Peru","Media","332","615"
"414","3","Sesión Sospechosa","2023-04-10 19:38:57","Enviada","Sesión Sospechosa detectado desde Tarapoto, Peru","Media","253","777"
"415","3","Acceso Permitido","2023-01-19 10:19:14","En Proceso","Acceso Permitido detectado desde Arequipa, Peru","Media","199","379"
"416","3","Reintento de Autenticación","2023-02-05 09:44:34","Enviada","Reintento de Autenticación detectado desde Cusco, Peru","Baja","983","196"
"417","1","Acceso Permitido","2024-06-27 22:00:15","Enviada","Acceso Permitido detectado desde Puerto Maldonado, Peru","Media","510","682"
"418","1","Intento de Hackeo","2024-01-25 13:04:19","Enviada","Intento de Hackeo detectado desde Iquitos, Peru","Alta","851","802"
"419","2","Fallo de Autenticación","2023-06-29 12:38:00","Leída","Fallo de Autenticación detectado desde Pisco, Peru","Baja","588","741"
"420","5","Cambio de Contraseña","2023-07-10 18:07:37","Leída","Cambio de Contraseña detectado desde Lima, Peru","Media","836","119"
"421","5","Reintento de Autenticación","2023-06-12 16:30:17","Enviada","Reintento de Autenticación detectado desde Chiclayo, Peru","Alta","946","604"
"422","4","Sesión Expirada","2024-02-15 09:04:18","Resuelta","Sesión Expirada detectado desde Arequipa, Peru","Alta","734","351"
"423","2","Acceso Permitido","2024-06-07 02:43:01","Pendiente","Acceso Permitido detectado desde Pisco, Peru","Alta","177","330"
"424","5","Acceso Permitido","2024-03-24 13:34:22","Leída","Acceso Permitido detectado desde Moquegua, Peru","Media","243","54"
"425","4","Acceso Permitido","2024-08-14 06:50:23","Investigando","Acceso Permitido detectado desde Juliaca, Peru","Alta","869","415"
"426","2","Cambio de Contraseña","2024-03-18 22:01:38","Investigando","Cambio de Contraseña detectado desde Huaraz, Peru","Alta","457","400"
"427","3","Sesión Expirada","2024-06-02 01:41:29","Resuelta","Sesión Expirada detectado desde Huancayo, Peru","Alta","656","757"
"428","3","Fallo de Autenticación","2024-05-01 22:24:28","Leída","Fallo de Autenticación detectado desde Huaraz, Peru","Media","359","78"
"429","5","Cambio de Contraseña","2023-07-19 03:29:56","Enviada","Cambio de Contraseña detectado desde Cusco, Peru","Alta","829","273"
"430","5","Sesión Sospechosa","2023-02-18 19:32:47","Pendiente","Sesión Sospechosa detectado desde Sullana, Peru","Baja","838","961"
"431","1","Acceso Permitido","2023-10-15 15:52:08","En Proceso","Acceso Permitido detectado desde Tarapoto, Peru","Alta","518","602"
"432","3","Cambio de Contraseña","2024-12-24 16:39:07","Investigando","Cambio de Contraseña detectado desde Tacna, Peru","Alta","178","518"
"433","3","Sesión Sospechosa","2023-06-14 16:55:05","En Proceso","Sesión Sospechosa detectado desde Huaraz, Peru","Alta","835","846"
"434","2","Acceso Permitido","2024-07-31 10:29:58","Pendiente","Acceso Permitido detectado desde Moquegua, Peru","Baja","659","641"
"435","3","Inicio de Sesión No Reconocido","2024-02-22 18:40:20","Investigando","Inicio de Sesión No Reconocido detectado desde Ayacucho, Peru","Baja","628","387"
"436","5","Sesión Sospechosa","2023-10-29 05:23:35","Resuelta","Sesión Sospechosa detectado desde Lima, Peru","Media","399","970"
"437","1","Recuperación de Contraseña","2023-08-30 15:08:06","Enviada","Recuperación de Contraseña detectado desde Chiclayo, Peru","Alta","723","347"
"438","2","Recuperación de Contraseña","2023-03-31 23:38:56","Leída","Recuperación de Contraseña detectado desde Piura, Peru","Baja","763","950"
"439","1","Inicio de Sesión No Reconocido","2024-05-19 16:48:58","Enviada","Inicio de Sesión No Reconocido detectado desde Sullana, Peru","Alta","244","737"
"440","4","Sesión Expirada","2023-01-30 01:43:30","Enviada","Sesión Expirada detectado desde Tarapoto, Peru","Media","947","636"
"441","2","Intento de Hackeo","2023-04-29 12:35:40","En Proceso","Intento de Hackeo detectado desde Cajamarca, Peru","Baja","977","892"
"442","2","Fallo de Autenticación","2024-08-30 15:44:53","En Proceso","Fallo de Autenticación detectado desde Tacna, Peru","Baja","607","66"
"443","3","Fallo de Autenticación","2024-03-19 16:14:33","Resuelta","Fallo de Autenticación detectado desde Huaraz, Peru","Baja","736","484"
"444","2","Intento de Hackeo","2024-06-29 05:27:18","Leída","Intento de Hackeo detectado desde Tarapoto, Peru","Media","521","796"
"445","3","Fallo de Autenticación","2023-02-21 01:16:35","Leída","Fallo de Autenticación detectado desde Tacna, Peru","Alta","719","463"
"446","5","Cambio de Contraseña","2023-02-21 21:27:40","Pendiente","Cambio de Contraseña detectado desde Chiclayo, Peru","Media","580","542"
"447","1","Inicio de Sesión No Reconocido","2024-08-11 23:51:06","Investigando","Inicio de Sesión No Reconocido detectado desde Pucallpa, Peru","Baja","632","36"
"448","2","Cambio de Contraseña","2024-01-06 21:24:57","Investigando","Cambio de Contraseña detectado desde Lima, Peru","Baja","721","172"
"449","4","Inicio de Sesión No Reconocido","2023-03-18 11:25:42","Leída","Inicio de Sesión No Reconocido detectado desde Huaraz, Peru","Alta","711","841"
"450","4","Sesión Expirada","2024-02-04 18:09:42","Leída","Sesión Expirada detectado desde Ayacucho, Peru","Baja","867","768"
"451","4","Sesión Sospechosa","2024-09-10 11:58:40","En Proceso","Sesión Sospechosa detectado desde Iquitos, Peru","Baja","356","869"
"452","3","Acceso Permitido","2024-08-31 22:00:02","Pendiente","Acceso Permitido detectado desde Arequipa, Peru","Media","390","343"
"453","1","Fallo de Autenticación","2023-04-02 00:05:18","Pendiente","Fallo de Autenticación detectado desde Piura, Peru","Baja","821","607"
"454","4","Acceso Permitido","2024-01-12 17:21:09","Investigando","Acceso Permitido detectado desde Juliaca, Peru","Media","373","999"
"455","3","Inicio de Sesión No Reconocido","2024-02-07 06:54:27","Pendiente","Inicio de Sesión No Reconocido detectado desde Tarapoto, Peru","Media","674","534"
"456","2","Intento de Hackeo","2023-02-21 02:22:08","Pendiente","Intento de Hackeo detectado desde Tarapoto, Peru","Alta","133","499"
"457","3","Inicio de Sesión No Reconocido","2024-10-16 22:33:03","Pendiente","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Alta","243","180"
"458","5","Acceso Permitido","2023-09-09 01:57:53","Leída","Acceso Permitido detectado desde Iquitos, Peru","Baja","819","449"
"459","2","Cambio de Contraseña","2024-11-18 09:32:06","Leída","Cambio de Contraseña detectado desde Sullana, Peru","Alta","482","875"
"460","3","Sesión Sospechosa","2023-12-08 01:15:52","Enviada","Sesión Sospechosa detectado desde Tumbes, Peru","Media","344","919"
"461","3","Acceso Bloqueado","2024-03-17 18:17:00","En Proceso","Acceso Bloqueado detectado desde Trujillo, Peru","Alta","699","21"
"462","2","Sesión Expirada","2023-05-18 23:59:27","Investigando","Sesión Expirada detectado desde Ayacucho, Peru","Alta","567","520"
"463","4","Cambio de Contraseña","2024-02-21 02:37:37","Enviada","Cambio de Contraseña detectado desde Huaraz, Peru","Alta","728","351"
"464","2","Fallo de Autenticación","2023-02-26 18:34:20","En Proceso","Fallo de Autenticación detectado desde Tarapoto, Peru","Baja","825","291"
"465","1","Recuperación de Contraseña","2023-06-29 04:50:19","Leída","Recuperación de Contraseña detectado desde Arequipa, Peru","Media","46","792"
"466","2","Recuperación de Contraseña","2024-01-23 02:02:14","Resuelta","Recuperación de Contraseña detectado desde Iquitos, Peru","Baja","909","632"
"467","1","Cambio de Contraseña","2023-01-15 01:21:56","Enviada","Cambio de Contraseña detectado desde Huancayo, Peru","Baja","930","647"
"468","2","Acceso Permitido","2024-04-04 10:57:31","Resuelta","Acceso Permitido detectado desde Trujillo, Peru","Media","106","763"
"469","4","Cambio de Contraseña","2023-08-27 06:01:27","Investigando","Cambio de Contraseña detectado desde Trujillo, Peru","Media","673","473"
"470","2","Fallo de Autenticación","2024-07-18 23:30:34","Pendiente","Fallo de Autenticación detectado desde Pucallpa, Peru","Alta","198","875"
"471","2","Recuperación de Contraseña","2024-05-02 20:20:17","Pendiente","Recuperación de Contraseña detectado desde Juliaca, Peru","Baja","252","943"
"472","4","Intento de Hackeo","2024-05-30 10:04:46","Pendiente","Intento de Hackeo detectado desde Sullana, Peru","Media","374","155"
"473","5","Acceso Bloqueado","2023-08-21 20:49:46","Enviada","Acceso Bloqueado detectado desde Tacna, Peru","Baja","480","761"
"474","1","Acceso Permitido","2024-12-22 16:29:42","Leída","Acceso Permitido detectado desde Tumbes, Peru","Alta","239","129"
"475","1","Acceso Bloqueado","2023-07-15 14:14:04","En Proceso","Acceso Bloqueado detectado desde Cajamarca, Peru","Baja","60","81"
"476","4","Fallo de Autenticación","2023-01-09 23:08:53","Investigando","Fallo de Autenticación detectado desde Trujillo, Peru","Alta","288","348"
"477","3","Intento de Hackeo","2023-10-14 11:33:32","Investigando","Intento de Hackeo detectado desde Cusco, Peru","Alta","844","402"
"478","1","Sesión Sospechosa","2024-07-24 10:55:41","Enviada","Sesión Sospechosa detectado desde Ayacucho, Peru","Baja","568","128"
"479","2","Recuperación de Contraseña","2023-10-31 05:22:45","En Proceso","Recuperación de Contraseña detectado desde Huaraz, Peru","Baja","90","828"
"480","3","Sesión Expirada","2023-01-27 14:50:56","Investigando","Sesión Expirada detectado desde Huancayo, Peru","Media","798","741"
"481","2","Recuperación de Contraseña","2023-08-19 21:11:44","En Proceso","Recuperación de Contraseña detectado desde Huaraz, Peru","Baja","108","788"
"482","5","Recuperación de Contraseña","2023-09-20 19:07:32","Leída","Recuperación de Contraseña detectado desde Iquitos, Peru","Baja","970","362"
"483","3","Sesión Expirada","2023-03-29 19:12:02","Leída","Sesión Expirada detectado desde Huaraz, Peru","Baja","209","981"
"484","3","Cambio de Contraseña","2024-07-21 07:08:10","Enviada","Cambio de Contraseña detectado desde Tumbes, Peru","Alta","796","881"
"485","3","Acceso Permitido","2023-02-01 07:04:14","En Proceso","Acceso Permitido detectado desde Tarapoto, Peru","Baja","785","549"
"486","5","Reintento de Autenticación","2023-08-08 04:05:34","Resuelta","Reintento de Autenticación detectado desde Piura, Peru","Media","260","302"
"487","4","Sesión Sospechosa","2023-09-06 17:40:14","En Proceso","Sesión Sospechosa detectado desde Pisco, Peru","Media","739","749"
"488","4","Acceso Permitido","2024-07-15 22:27:11","En Proceso","Acceso Permitido detectado desde Trujillo, Peru","Alta","292","450"
"489","5","Sesión Expirada","2024-02-18 12:07:41","Pendiente","Sesión Expirada detectado desde Piura, Peru","Media","501","109"
"490","4","Sesión Sospechosa","2024-01-25 02:02:53","Pendiente","Sesión Sospechosa detectado desde Arequipa, Peru","Media","285","256"
"491","5","Acceso Permitido","2023-03-20 02:13:02","Resuelta","Acceso Permitido detectado desde Puerto Maldonado, Peru","Media","802","636"
"492","2","Sesión Expirada","2023-10-22 04:52:27","En Proceso","Sesión Expirada detectado desde Huaraz, Peru","Media","51","207"
"493","1","Sesión Expirada","2024-04-22 12:46:29","Enviada","Sesión Expirada detectado desde Trujillo, Peru","Alta","125","160"
"494","5","Reintento de Autenticación","2023-02-10 18:54:39","Resuelta","Reintento de Autenticación detectado desde Tumbes, Peru","Alta","473","446"
"495","3","Sesión Expirada","2023-01-18 05:27:51","En Proceso","Sesión Expirada detectado desde Puerto Maldonado, Peru","Media","572","227"
"496","5","Sesión Expirada","2024-07-10 00:38:30","Investigando","Sesión Expirada detectado desde Tarapoto, Peru","Media","271","441"
"497","1","Inicio de Sesión No Reconocido","2024-06-10 06:40:04","Resuelta","Inicio de Sesión No Reconocido detectado desde Tarapoto, Peru","Alta","588","325"
"498","2","Sesión Expirada","2023-07-27 05:22:40","Leída","Sesión Expirada detectado desde Huaraz, Peru","Alta","692","926"
"499","4","Acceso Permitido","2023-10-07 13:50:30","Enviada","Acceso Permitido detectado desde Trujillo, Peru","Baja","602","580"
"500","1","Sesión Expirada","2024-10-01 02:51:27","Resuelta","Sesión Expirada detectado desde Juliaca, Peru","Baja","788","208"
"501","5","Acceso Permitido","2023-03-13 21:13:49","Resuelta","Acceso Permitido detectado desde Moquegua, Peru","Alta","621","965"
"502","3","Fallo de Autenticación","2024-10-04 06:48:19","Investigando","Fallo de Autenticación detectado desde Juliaca, Peru","Media","765","823"
"503","2","Fallo de Autenticación","2023-05-26 15:33:03","Enviada","Fallo de Autenticación detectado desde Piura, Peru","Alta","188","522"
"504","4","Fallo de Autenticación","2024-11-08 18:28:04","Pendiente","Fallo de Autenticación detectado desde Tumbes, Peru","Media","988","162"
"505","4","Intento de Hackeo","2023-06-22 20:20:12","Pendiente","Intento de Hackeo detectado desde Huancayo, Peru","Baja","682","210"
"506","2","Cambio de Contraseña","2024-09-06 06:15:38","Pendiente","Cambio de Contraseña detectado desde Iquitos, Peru","Baja","630","284"
"507","1","Sesión Expirada","2023-03-21 15:04:35","Investigando","Sesión Expirada detectado desde Cusco, Peru","Media","910","977"
"508","1","Intento de Hackeo","2024-12-24 13:27:14","Leída","Intento de Hackeo detectado desde Juliaca, Peru","Alta","786","636"
"509","4","Recuperación de Contraseña","2024-06-23 14:56:00","Leída","Recuperación de Contraseña detectado desde Iquitos, Peru","Alta","883","707"
"510","1","Inicio de Sesión No Reconocido","2023-11-11 17:25:47","Leída","Inicio de Sesión No Reconocido detectado desde Tarapoto, Peru","Alta","152","458"
"511","3","Fallo de Autenticación","2024-09-07 13:59:58","En Proceso","Fallo de Autenticación detectado desde Lima, Peru","Baja","1","840"
"512","2","Acceso Bloqueado","2023-10-12 23:38:22","Enviada","Acceso Bloqueado detectado desde Pucallpa, Peru","Alta","805","532"
"513","5","Acceso Permitido","2023-06-28 09:45:22","Resuelta","Acceso Permitido detectado desde Huaraz, Peru","Media","692","788"
"514","5","Sesión Sospechosa","2023-08-17 08:37:36","Pendiente","Sesión Sospechosa detectado desde Moquegua, Peru","Baja","493","669"
"515","1","Fallo de Autenticación","2024-03-19 08:28:31","Resuelta","Fallo de Autenticación detectado desde Arequipa, Peru","Media","860","523"
"516","3","Reintento de Autenticación","2024-09-30 07:57:33","En Proceso","Reintento de Autenticación detectado desde Lima, Peru","Media","519","221"
"517","2","Acceso Bloqueado","2024-12-22 05:37:06","Investigando","Acceso Bloqueado detectado desde Iquitos, Peru","Media","120","60"
"518","1","Sesión Expirada","2024-10-06 22:52:17","Investigando","Sesión Expirada detectado desde Tumbes, Peru","Media","54","966"
"519","3","Acceso Permitido","2024-05-25 18:27:51","En Proceso","Acceso Permitido detectado desde Arequipa, Peru","Baja","509","352"
"520","1","Intento de Hackeo","2023-01-02 21:49:44","Investigando","Intento de Hackeo detectado desde Pucallpa, Peru","Baja","159","284"
"521","3","Cambio de Contraseña","2024-02-03 02:50:03","Leída","Cambio de Contraseña detectado desde Arequipa, Peru","Baja","303","780"
"522","3","Acceso Bloqueado","2023-04-02 19:18:09","Investigando","Acceso Bloqueado detectado desde Lima, Peru","Alta","715","535"
"523","4","Cambio de Contraseña","2023-07-28 10:31:43","Leída","Cambio de Contraseña detectado desde Pisco, Peru","Media","953","387"
"524","5","Inicio de Sesión No Reconocido","2023-01-04 23:13:58","En Proceso","Inicio de Sesión No Reconocido detectado desde Huancayo, Peru","Alta","404","585"
"525","5","Fallo de Autenticación","2023-09-26 02:04:30","Enviada","Fallo de Autenticación detectado desde Sullana, Peru","Baja","417","5"
"526","5","Acceso Bloqueado","2024-10-13 02:54:26","Pendiente","Acceso Bloqueado detectado desde Ayacucho, Peru","Media","12","730"
"527","1","Intento de Hackeo","2024-06-16 23:13:38","Investigando","Intento de Hackeo detectado desde Pucallpa, Peru","Alta","749","870"
"528","2","Acceso Permitido","2024-10-15 13:22:05","Leída","Acceso Permitido detectado desde Lima, Peru","Media","447","152"
"529","2","Fallo de Autenticación","2024-06-12 07:41:04","Enviada","Fallo de Autenticación detectado desde Ayacucho, Peru","Alta","799","874"
"530","3","Acceso Bloqueado","2023-08-09 13:31:23","Pendiente","Acceso Bloqueado detectado desde Tarapoto, Peru","Media","479","419"
"531","1","Intento de Hackeo","2024-08-18 11:25:17","Pendiente","Intento de Hackeo detectado desde Arequipa, Peru","Baja","42","977"
"532","5","Acceso Permitido","2024-12-23 02:13:22","Investigando","Acceso Permitido detectado desde Trujillo, Peru","Alta","369","539"
"533","2","Reintento de Autenticación","2024-07-02 14:37:06","Pendiente","Reintento de Autenticación detectado desde Cusco, Peru","Media","266","334"
"534","2","Sesión Sospechosa","2024-08-11 19:56:31","Enviada","Sesión Sospechosa detectado desde Juliaca, Peru","Media","526","292"
"535","4","Recuperación de Contraseña","2023-08-05 21:07:10","Enviada","Recuperación de Contraseña detectado desde Huaraz, Peru","Alta","5","313"
"536","3","Sesión Expirada","2023-06-21 15:49:59","En Proceso","Sesión Expirada detectado desde Iquitos, Peru","Baja","856","566"
"537","2","Acceso Bloqueado","2023-07-04 14:15:39","Investigando","Acceso Bloqueado detectado desde Cusco, Peru","Alta","412","922"
"538","2","Cambio de Contraseña","2024-09-05 17:57:48","Investigando","Cambio de Contraseña detectado desde Cusco, Peru","Media","272","351"
"539","3","Recuperación de Contraseña","2023-02-09 21:30:03","Pendiente","Recuperación de Contraseña detectado desde Juliaca, Peru","Alta","714","26"
"540","1","Sesión Sospechosa","2023-07-26 19:10:21","Enviada","Sesión Sospechosa detectado desde Pucallpa, Peru","Baja","931","519"
"541","5","Reintento de Autenticación","2024-07-01 08:02:12","Pendiente","Reintento de Autenticación detectado desde Puerto Maldonado, Peru","Alta","632","813"
"542","5","Reintento de Autenticación","2023-12-29 21:14:32","Investigando","Reintento de Autenticación detectado desde Pucallpa, Peru","Baja","478","293"
"543","4","Sesión Expirada","2024-03-27 02:39:43","Investigando","Sesión Expirada detectado desde Tumbes, Peru","Baja","517","929"
"544","1","Acceso Bloqueado","2023-08-18 20:22:19","Leída","Acceso Bloqueado detectado desde Lima, Peru","Media","99","736"
"545","4","Sesión Expirada","2024-02-22 20:59:18","Investigando","Sesión Expirada detectado desde Arequipa, Peru","Baja","461","110"
"546","3","Cambio de Contraseña","2023-11-22 10:55:11","En Proceso","Cambio de Contraseña detectado desde Piura, Peru","Media","752","875"
"547","5","Fallo de Autenticación","2024-10-13 00:53:23","En Proceso","Fallo de Autenticación detectado desde Sullana, Peru","Baja","481","371"
"548","4","Acceso Permitido","2023-09-03 01:07:01","Resuelta","Acceso Permitido detectado desde Cajamarca, Peru","Media","158","988"
"549","2","Reintento de Autenticación","2024-06-29 08:22:38","Investigando","Reintento de Autenticación detectado desde Puerto Maldonado, Peru","Baja","118","904"
"550","5","Sesión Expirada","2023-10-21 05:11:55","Resuelta","Sesión Expirada detectado desde Sullana, Peru","Alta","825","148"
"551","2","Reintento de Autenticación","2023-12-08 19:00:33","Pendiente","Reintento de Autenticación detectado desde Chiclayo, Peru","Media","245","519"
"552","4","Acceso Bloqueado","2024-08-01 16:15:43","Investigando","Acceso Bloqueado detectado desde Ayacucho, Peru","Alta","304","979"
"553","4","Inicio de Sesión No Reconocido","2023-08-13 12:54:03","Leída","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Baja","765","906"
"554","3","Reintento de Autenticación","2023-08-18 23:28:11","Investigando","Reintento de Autenticación detectado desde Juliaca, Peru","Baja","354","513"
"555","1","Inicio de Sesión No Reconocido","2023-09-28 04:40:45","Investigando","Inicio de Sesión No Reconocido detectado desde Pisco, Peru","Media","821","607"
"556","2","Fallo de Autenticación","2023-05-18 03:51:06","En Proceso","Fallo de Autenticación detectado desde Tacna, Peru","Alta","577","939"
"557","5","Intento de Hackeo","2024-06-17 21:09:05","Resuelta","Intento de Hackeo detectado desde Ayacucho, Peru","Media","422","620"
"558","3","Acceso Bloqueado","2023-06-30 15:08:58","Investigando","Acceso Bloqueado detectado desde Trujillo, Peru","Media","186","953"
"559","2","Reintento de Autenticación","2024-09-20 01:42:43","Leída","Reintento de Autenticación detectado desde Juliaca, Peru","Media","661","868"
"560","2","Acceso Bloqueado","2024-07-31 18:28:51","Enviada","Acceso Bloqueado detectado desde Trujillo, Peru","Baja","521","177"
"561","2","Acceso Bloqueado","2023-04-11 01:14:21","Leída","Acceso Bloqueado detectado desde Huancayo, Peru","Baja","341","27"
"562","4","Reintento de Autenticación","2024-08-30 12:03:22","Investigando","Reintento de Autenticación detectado desde Lima, Peru","Alta","475","872"
"563","5","Cambio de Contraseña","2023-06-27 09:01:07","Pendiente","Cambio de Contraseña detectado desde Tumbes, Peru","Alta","967","454"
"564","4","Inicio de Sesión No Reconocido","2023-10-16 11:57:29","Resuelta","Inicio de Sesión No Reconocido detectado desde Pucallpa, Peru","Alta","106","562"
"565","4","Intento de Hackeo","2023-03-17 15:07:11","En Proceso","Intento de Hackeo detectado desde Lima, Peru","Alta","905","648"
"566","1","Inicio de Sesión No Reconocido","2023-04-21 12:41:23","Enviada","Inicio de Sesión No Reconocido detectado desde Lima, Peru","Baja","64","801"
"567","1","Intento de Hackeo","2024-04-11 04:58:16","Leída","Intento de Hackeo detectado desde Moquegua, Peru","Alta","105","231"
"568","2","Fallo de Autenticación","2024-02-29 07:46:42","En Proceso","Fallo de Autenticación detectado desde Ayacucho, Peru","Media","175","835"
"569","1","Intento de Hackeo","2023-07-31 20:34:36","Resuelta","Intento de Hackeo detectado desde Cajamarca, Peru","Media","909","292"
"570","2","Recuperación de Contraseña","2024-08-25 15:07:39","En Proceso","Recuperación de Contraseña detectado desde Juliaca, Peru","Baja","600","980"
"571","1","Sesión Sospechosa","2024-09-27 21:12:13","Leída","Sesión Sospechosa detectado desde Ayacucho, Peru","Media","365","903"
"572","3","Sesión Expirada","2024-05-23 05:21:28","Pendiente","Sesión Expirada detectado desde Tumbes, Peru","Alta","995","490"
"573","5","Recuperación de Contraseña","2023-10-25 01:32:38","En Proceso","Recuperación de Contraseña detectado desde Huancayo, Peru","Baja","969","261"
"574","5","Sesión Expirada","2024-05-16 09:31:09","Enviada","Sesión Expirada detectado desde Cusco, Peru","Baja","51","64"
"575","2","Cambio de Contraseña","2024-12-14 04:57:00","Leída","Cambio de Contraseña detectado desde Moquegua, Peru","Alta","526","565"
"576","1","Acceso Permitido","2023-05-27 21:26:31","En Proceso","Acceso Permitido detectado desde Cusco, Peru","Baja","387","829"
"577","3","Sesión Sospechosa","2023-06-07 16:39:49","En Proceso","Sesión Sospechosa detectado desde Arequipa, Peru","Baja","855","6"
"578","3","Sesión Sospechosa","2023-09-25 14:58:54","Pendiente","Sesión Sospechosa detectado desde Piura, Peru","Media","65","550"
"579","4","Sesión Expirada","2023-10-18 18:10:46","En Proceso","Sesión Expirada detectado desde Tacna, Peru","Media","891","715"
"580","3","Acceso Bloqueado","2023-12-18 19:48:16","Pendiente","Acceso Bloqueado detectado desde Huaraz, Peru","Media","985","763"
"581","1","Acceso Bloqueado","2023-07-02 07:10:48","Pendiente","Acceso Bloqueado detectado desde Ayacucho, Peru","Media","31","260"
"582","4","Intento de Hackeo","2024-06-15 17:37:42","Pendiente","Intento de Hackeo detectado desde Pucallpa, Peru","Baja","819","981"
"583","4","Intento de Hackeo","2023-09-15 11:35:01","En Proceso","Intento de Hackeo detectado desde Iquitos, Peru","Media","390","259"
"584","2","Fallo de Autenticación","2023-04-22 13:26:59","Resuelta","Fallo de Autenticación detectado desde Cajamarca, Peru","Media","689","269"
"585","4","Sesión Sospechosa","2024-07-31 19:35:09","Investigando","Sesión Sospechosa detectado desde Cusco, Peru","Media","229","407"
"586","3","Cambio de Contraseña","2024-12-06 02:17:57","En Proceso","Cambio de Contraseña detectado desde Ayacucho, Peru","Baja","422","903"
"587","5","Inicio de Sesión No Reconocido","2024-07-14 23:52:12","Resuelta","Inicio de Sesión No Reconocido detectado desde Ayacucho, Peru","Baja","754","55"
"588","3","Acceso Permitido","2024-06-09 07:05:03","Leída","Acceso Permitido detectado desde Pucallpa, Peru","Media","958","961"
"589","5","Cambio de Contraseña","2024-04-08 17:25:49","Enviada","Cambio de Contraseña detectado desde Huancayo, Peru","Alta","286","690"
"590","5","Intento de Hackeo","2023-07-22 18:35:33","Pendiente","Intento de Hackeo detectado desde Puerto Maldonado, Peru","Media","404","586"
"591","2","Acceso Permitido","2023-02-11 03:16:50","Investigando","Acceso Permitido detectado desde Pisco, Peru","Baja","961","523"
"592","2","Acceso Permitido","2023-07-25 12:04:49","En Proceso","Acceso Permitido detectado desde Trujillo, Peru","Media","747","182"
"593","5","Intento de Hackeo","2023-06-04 09:37:27","Resuelta","Intento de Hackeo detectado desde Arequipa, Peru","Media","569","903"
"594","1","Recuperación de Contraseña","2023-07-05 13:40:54","Pendiente","Recuperación de Contraseña detectado desde Chiclayo, Peru","Baja","795","132"
"595","3","Sesión Expirada","2023-06-10 09:29:59","En Proceso","Sesión Expirada detectado desde Tarapoto, Peru","Alta","99","255"
"596","3","Inicio de Sesión No Reconocido","2023-10-12 09:49:10","En Proceso","Inicio de Sesión No Reconocido detectado desde Cajamarca, Peru","Alta","108","579"
"597","5","Fallo de Autenticación","2024-09-04 01:52:42","Leída","Fallo de Autenticación detectado desde Lima, Peru","Alta","313","314"
"598","5","Fallo de Autenticación","2024-06-22 15:24:36","En Proceso","Fallo de Autenticación detectado desde Piura, Peru","Alta","52","307"
"599","4","Inicio de Sesión No Reconocido","2024-03-25 12:17:41","Enviada","Inicio de Sesión No Reconocido detectado desde Puerto Maldonado, Peru","Baja","201","962"
"600","4","Sesión Expirada","2024-11-26 15:24:10","Investigando","Sesión Expirada detectado desde Tarapoto, Peru","Alta","536","939"
"601","2","Acceso Permitido","2023-10-25 10:52:44","Investigando","Acceso Permitido detectado desde Cusco, Peru","Baja","857","355"
"602","1","Sesión Sospechosa","2023-05-11 01:12:05","Investigando","Sesión Sospechosa detectado desde Ayacucho, Peru","Media","553","410"
"603","4","Recuperación de Contraseña","2023-11-07 07:11:05","En Proceso","Recuperación de Contraseña detectado desde Cajamarca, Peru","Alta","542","276"
"604","3","Acceso Bloqueado","2024-12-16 05:25:09","Investigando","Acceso Bloqueado detectado desde Chiclayo, Peru","Alta","423","97"
"605","4","Acceso Bloqueado","2023-12-26 10:30:47","Leída","Acceso Bloqueado detectado desde Pucallpa, Peru","Media","708","87"
"606","4","Sesión Expirada","2023-05-01 05:40:23","Resuelta","Sesión Expirada detectado desde Ayacucho, Peru","Media","826","799"
"607","3","Cambio de Contraseña","2024-07-11 01:35:48","Leída","Cambio de Contraseña detectado desde Cajamarca, Peru","Alta","913","872"
"608","3","Acceso Permitido","2023-07-27 19:03:19","Leída","Acceso Permitido detectado desde Juliaca, Peru","Alta","687","505"
"609","3","Fallo de Autenticación","2023-12-09 05:35:20","En Proceso","Fallo de Autenticación detectado desde Huaraz, Peru","Alta","653","119"
"610","2","Inicio de Sesión No Reconocido","2023-12-12 22:27:57","Leída","Inicio de Sesión No Reconocido detectado desde Ayacucho, Peru","Alta","147","963"
