Id_Sesion,Id_autenticacion,Estado_sesion,Direccion_mac,Tipo_Dispositivo,Fecha_Hora_sospecha,Direccion_ip,Ubicacion,Acciones_tomadas
445,445,1,3A:89:42:85:15:C4,Tablet,2024-01-01 12:31:20,192.168.0.87,Ubicacion_18,Accion_1
446,446,3,E3:CB:B8:13:F9:1B,Tablet,2024-01-01 04:55:16,192.168.0.243,Ubicacion_25,Accion_1
447,447,1,B8:B6:4B:D4:92:D7,Tablet,2024-01-01 07:45:38,192.168.0.143,Ubicacion_43,Accion_2
448,448,2,B9:A9:5E:F3:FA:AE,Smartphone,2024-01-01 09:29:53,192.168.0.237,Ubicacion_7,Accion_2
449,449,1,7A:5C:5B:A1:AC:A4,PC,2024-01-01 14:19:08,192.168.0.141,Ubicacion_29,Accion_1
450,450,1,2F:0F:CB:3D:AA:3C,Smartphone,2024-01-01 04:27:36,192.168.0.99,Ubicacion_33,Accion_2
451,451,1,E2:1D:AF:F0:FE:4C,Smartphone,2024-01-01 15:23:06,192.168.0.210,Ubicacion_45,Accion_4
452,452,1,F5:DB:CD:D6:78:56,Smartphone,2024-01-01 16:07:30,192.168.0.167,Ubicacion_32,Accion_3
453,453,3,AD:F7:FB:03:C1:6A,PC,2024-01-01 03:36:39,192.168.0.228,Ubicacion_6,Accion_2
454,454,3,CC:C2:29:86:16:38,Tablet,2024-01-01 10:58:48,192.168.0.159,Ubicacion_23,Accion_3
455,455,2,DA:EF:5D:FF:EC:9F,Tablet,2024-01-01 21:20:55,192.168.0.245,Ubicacion_6,Accion_2
456,456,3,7F:5A:BD:84:87:5E,PC,2024-01-01 23:34:41,192.168.0.80,Ubicacion_40,Accion_4
457,457,2,7B:7A:45:D8:F5:9F,Smartphone,2024-01-01 18:24:05,192.168.0.111,Ubicacion_17,Accion_3
458,458,2,CA:66:E9:92:AC:AD,PC,2024-01-01 12:24:48,192.168.0.143,Ubicacion_38,Accion_3
459,459,2,C7:EE:D4:21:16:2F,PC,2024-01-01 05:04:17,192.168.0.166,Ubicacion_5,Accion_4
460,460,2,D4:11:07:6B:E7:B5,PC,2024-01-01 09:56:03,192.168.0.159,Ubicacion_4,Accion_4
461,461,3,20:16:A2:35:C7:05,Smartphone,2024-01-01 15:51:29,192.168.0.248,Ubicacion_2,Accion_3
462,462,3,D9:A2:BE:44:61:3F,Smartphone,2024-01-01 06:30:35,192.168.0.86,Ubicacion_12,Accion_5
463,463,2,FC:CB:5A:05:AB:8E,Smartphone,2024-01-01 02:34:13,192.168.0.238,Ubicacion_41,Accion_1
464,464,1,56:09:44:B7:7F:6F,Tablet,2024-01-01 10:09:52,192.168.0.97,Ubicacion_47,Accion_2
465,465,2,29:D7:D5:07:66:C6,Smartphone,2024-01-01 21:52:38,192.168.0.6,Ubicacion_29,Accion_5
466,466,3,95:EC:E8:BD:AE:6D,PC,2024-01-01 21:35:10,192.168.0.248,Ubicacion_38,Accion_1
467,467,2,4E:D6:6E:4F:78:37,PC,2024-01-01 05:58:52,192.168.0.26,Ubicacion_37,Accion_1
468,468,1,9F:8F:87:49:D1:B8,PC,2024-01-01 10:28:44,192.168.0.130,Ubicacion_50,Accion_2
469,469,1,D3:2A:EC:1B:7E:AA,PC,2024-01-01 07:23:59,192.168.0.152,Ubicacion_36,Accion_4
470,470,1,28:93:2B:4F:C8:BC,Smartphone,2024-01-01 08:19:33,192.168.0.166,Ubicacion_16,Accion_5
471,471,1,15:0A:B7:35:73:A7,PC,2024-01-01 15:00:22,192.168.0.13,Ubicacion_9,Accion_5
472,472,3,C4:32:B2:78:85:BF,Tablet,2024-01-01 23:45:31,192.168.0.247,Ubicacion_6,Accion_3
473,473,2,F1:8B:48:B0:F6:47,PC,2024-01-01 18:32:18,192.168.0.200,Ubicacion_4,Accion_3
474,474,3,4C:4A:4B:0D:FD:D1,Tablet,2024-01-01 06:39:21,192.168.0.147,Ubicacion_26,Accion_5
475,475,3,1C:C6:0F:7B:59:27,Tablet,2024-01-01 02:56:17,192.168.0.229,Ubicacion_42,Accion_5
476,476,3,46:2C:24:6B:C6:28,Tablet,2024-01-01 16:14:29,192.168.0.34,Ubicacion_34,Accion_5
477,477,2,7B:DE:27:61:9B:0F,PC,2024-01-01 07:23:47,192.168.0.136,Ubicacion_39,Accion_2
478,478,3,64:74:DA:D0:96:D6,PC,2024-01-01 18:17:03,192.168.0.132,Ubicacion_45,Accion_1
479,479,3,83:D6:7B:36:C4:DF,Smartphone,2024-01-01 03:34:43,192.168.0.63,Ubicacion_13,Accion_1
480,480,2,6E:D5:DC:F8:87:1F,Smartphone,2024-01-01 11:28:27,192.168.0.16,Ubicacion_49,Accion_5
481,481,1,A2:19:68:9D:DC:2A,Tablet,2024-01-01 16:25:45,192.168.0.246,Ubicacion_27,Accion_3
482,482,3,1E:AB:4A:C8:0F:6C,Smartphone,2024-01-01 02:40:01,192.168.0.210,Ubicacion_19,Accion_5
483,483,1,A7:84:E7:33:26:27,Smartphone,2024-01-01 09:13:11,192.168.0.179,Ubicacion_39,Accion_1
484,484,1,67:62:54:BC:4A:93,Smartphone,2024-01-01 20:58:11,192.168.0.74,Ubicacion_26,Accion_2
485,485,1,CA:9D:20:9B:84:5A,PC,2024-01-01 07:37:44,192.168.0.251,Ubicacion_17,Accion_1
486,486,2,0B:D1:85:6D:C9:DB,PC,2024-01-01 15:03:02,192.168.0.159,Ubicacion_27,Accion_2
487,487,1,53:6A:CC:DD:9D:6A,PC,2024-01-01 13:15:34,192.168.0.49,Ubicacion_19,Accion_1
488,488,3,FC:86:66:FE:A5:41,PC,2024-01-01 10:30:53,192.168.0.188,Ubicacion_36,Accion_4
489,489,2,50:C6:23:72:68:2B,PC,2024-01-01 11:08:33,192.168.0.143,Ubicacion_39,Accion_2
490,490,2,AC:AC:D5:10:86:51,Tablet,2024-01-01 01:39:13,192.168.0.48,Ubicacion_49,Accion_3
491,491,1,CA:1C:9E:44:13:0B,Tablet,2024-01-01 14:02:41,192.168.0.204,Ubicacion_3,Accion_5
492,492,1,43:0A:16:E6:C9:AC,Smartphone,2024-01-01 22:04:50,192.168.0.85,Ubicacion_32,Accion_3
493,493,1,FE:32:8E:50:D7:0B,Smartphone,2024-01-01 11:24:46,192.168.0.65,Ubicacion_9,Accion_2
494,494,2,98:80:FC:D6:8D:BB,Tablet,2024-01-01 19:49:23,192.168.0.92,Ubicacion_22,Accion_1
495,495,3,57:21:AF:5A:FC:6D,PC,2024-01-01 00:19:48,192.168.0.183,Ubicacion_36,Accion_2
496,496,2,50:CD:60:3F:FB:D8,PC,2024-01-01 10:00:33,192.168.0.100,Ubicacion_18,Accion_1
497,497,2,34:BD:EA:3A:E3:9C,Smartphone,2024-01-01 00:31:47,192.168.0.113,Ubicacion_13,Accion_4
498,498,2,6E:E8:C3:78:4E:25,Smartphone,2024-01-01 01:53:43,192.168.0.16,Ubicacion_39,Accion_2
499,499,1,63:78:FF:A4:8A:7E,Smartphone,2024-01-01 11:03:51,192.168.0.227,Ubicacion_47,Accion_4
500,500,3,B8:AD:97:4D:59:E4,Tablet,2024-01-01 11:35:10,192.168.0.162,Ubicacion_30,Accion_5
501,501,3,28:58:6F:4A:C8:BC,Smartphone,2024-01-01 12:11:57,192.168.0.3,Ubicacion_29,Accion_4
502,502,2,9E:28:7D:5D:83:CC,PC,2024-01-01 02:41:30,192.168.0.182,Ubicacion_43,Accion_5
503,503,2,1D:D8:8D:DF:E4:83,PC,2024-01-01 02:04:29,192.168.0.166,Ubicacion_24,Accion_3
504,504,2,A7:C1:0B:F0:E7:F9,Smartphone,2024-01-01 20:50:06,192.168.0.123,Ubicacion_31,Accion_4
505,505,2,0D:BC:A0:6E:C6:5F,Tablet,2024-01-01 12:44:36,192.168.0.178,Ubicacion_48,Accion_3
506,506,1,DE:0B:70:79:D3:FF,Smartphone,2024-01-01 16:14:02,192.168.0.136,Ubicacion_33,Accion_1
507,507,3,37:52:66:3F:DC:F9,PC,2024-01-01 01:43:45,192.168.0.205,Ubicacion_14,Accion_5
508,508,3,90:DC:E7:B9:69:37,Smartphone,2024-01-01 19:24:14,192.168.0.188,Ubicacion_29,Accion_5
509,509,1,13:A6:22:E3:29:30,Tablet,2024-01-01 09:21:36,192.168.0.214,Ubicacion_45,Accion_4
510,510,2,5F:D9:43:5F:D2:C0,Smartphone,2024-01-01 12:10:46,192.168.0.254,Ubicacion_22,Accion_3
511,511,3,35:83:90:3F:AB:76,Tablet,2024-01-01 02:24:18,192.168.0.2,Ubicacion_44,Accion_5
512,512,2,F3:DB:C2:F2:CB:2D,Smartphone,2024-01-01 07:49:19,192.168.0.80,Ubicacion_31,Accion_4
513,513,1,A3:BE:BB:6C:05:07,Smartphone,2024-01-01 15:04:54,192.168.0.150,Ubicacion_29,Accion_5
514,514,1,94:66:54:8A:AE:08,Smartphone,2024-01-01 18:58:31,192.168.0.66,Ubicacion_48,Accion_2
515,515,1,B4:EA:3A:BB:E3:01,Tablet,2024-01-01 19:40:37,192.168.0.15,Ubicacion_25,Accion_3
516,516,1,F0:3E:37:A9:15:8A,Tablet,2024-01-01 22:26:33,192.168.0.199,Ubicacion_11,Accion_5
517,517,2,D5:A7:4D:33:09:78,PC,2024-01-01 01:58:32,192.168.0.41,Ubicacion_3,Accion_2
518,518,2,58:E1:F1:3D:78:4B,Smartphone,2024-01-01 23:59:29,192.168.0.201,Ubicacion_8,Accion_4
519,519,2,A3:5C:30:A7:1C:B8,Tablet,2024-01-01 21:29:31,192.168.0.151,Ubicacion_15,Accion_5
520,520,1,5B:94:41:F4:D9:B6,Tablet,2024-01-01 15:15:34,192.168.0.125,Ubicacion_37,Accion_5
521,521,2,67:39:E1:CC:E0:40,Tablet,2024-01-01 21:58:33,192.168.0.196,Ubicacion_38,Accion_5
522,522,3,60:4F:0D:D1:4C:66,Tablet,2024-01-01 01:36:41,192.168.0.198,Ubicacion_13,Accion_5
523,523,2,E8:07:A4:4B:29:3C,Smartphone,2024-01-01 09:08:51,192.168.0.7,Ubicacion_8,Accion_1
524,524,2,1D:FB:5E:E9:B9:4D,Tablet,2024-01-01 18:01:34,192.168.0.35,Ubicacion_31,Accion_2
525,525,2,BA:47:4F:E2:EE:5D,PC,2024-01-01 23:59:00,192.168.0.24,Ubicacion_17,Accion_5
526,526,2,CF:8A:17:9C:8C:3B,Smartphone,2024-01-01 05:29:08,192.168.0.32,Ubicacion_44,Accion_5
527,527,2,96:F8:36:19:9B:FF,Smartphone,2024-01-01 02:05:26,192.168.0.185,Ubicacion_38,Accion_1
528,528,2,0A:18:D2:09:2C:D8,Tablet,2024-01-01 09:11:27,192.168.0.106,Ubicacion_28,Accion_3
529,529,2,49:24:40:90:82:D0,PC,2024-01-01 08:37:37,192.168.0.45,Ubicacion_27,Accion_3
530,530,3,15:A9:FD:8E:EF:B5,PC,2024-01-01 06:11:20,192.168.0.123,Ubicacion_7,Accion_1
531,531,1,54:AF:D2:55:BF:E1,Tablet,2024-01-01 11:17:45,192.168.0.172,Ubicacion_21,Accion_3
532,532,3,10:4D:B9:EE:A0:E5,Tablet,2024-01-01 19:33:13,192.168.0.92,Ubicacion_12,Accion_2
533,533,1,3E:A7:84:FB:62:79,PC,2024-01-01 02:00:01,192.168.0.55,Ubicacion_16,Accion_2
534,534,2,C1:3D:54:15:78:8A,PC,2024-01-01 00:03:09,192.168.0.53,Ubicacion_50,Accion_4
535,535,3,94:89:47:09:BB:6B,Smartphone,2024-01-01 20:14:17,192.168.0.217,Ubicacion_5,Accion_4
536,536,1,18:13:BD:48:75:28,PC,2024-01-01 20:39:05,192.168.0.213,Ubicacion_44,Accion_5
537,537,2,04:75:39:9E:F0:86,Tablet,2024-01-01 06:40:13,192.168.0.111,Ubicacion_12,Accion_5
538,538,2,A5:24:EC:E4:5C:F1,Smartphone,2024-01-01 14:55:55,192.168.0.254,Ubicacion_8,Accion_2
539,539,2,38:14:65:21:3A:9D,Tablet,2024-01-01 08:22:29,192.168.0.36,Ubicacion_29,Accion_5
540,540,3,A7:88:CF:9C:46:F1,Smartphone,2024-01-01 07:27:46,192.168.0.183,Ubicacion_25,Accion_5
541,541,1,79:19:F0:EF:C5:7B,Tablet,2024-01-01 05:21:37,192.168.0.11,Ubicacion_12,Accion_5
542,542,1,45:F0:82:0B:B8:F7,Tablet,2024-01-01 15:48:50,192.168.0.56,Ubicacion_12,Accion_5
543,543,1,DF:2A:A6:15:5C:16,Tablet,2024-01-01 01:30:41,192.168.0.188,Ubicacion_2,Accion_3
544,544,3,7A:A3:53:85:37:CC,Smartphone,2024-01-01 12:43:44,192.168.0.163,Ubicacion_17,Accion_1
545,545,1,99:73:BA:FE:94:91,PC,2024-01-01 12:44:57,192.168.0.25,Ubicacion_13,Accion_3
546,546,1,11:D9:19:FC:BD:E9,Smartphone,2024-01-01 03:19:04,192.168.0.193,Ubicacion_28,Accion_4
547,547,1,89:64:A3:1A:F0:C2,Smartphone,2024-01-01 07:43:47,192.168.0.40,Ubicacion_4,Accion_5
548,548,3,61:96:E5:9D:6E:11,Tablet,2024-01-01 02:12:08,192.168.0.23,Ubicacion_46,Accion_5
549,549,3,3B:52:1A:18:A8:0E,PC,2024-01-01 05:00:50,192.168.0.193,Ubicacion_40,Accion_1
550,550,3,86:81:99:51:A1:0E,PC,2024-01-01 18:01:46,192.168.0.177,Ubicacion_50,Accion_5
551,551,2,45:A0:7A:ED:AB:3C,Smartphone,2024-01-01 09:09:27,192.168.0.80,Ubicacion_36,Accion_3
552,552,3,C8:4D:7D:1B:97:D5,Smartphone,2024-01-01 11:15:30,192.168.0.192,Ubicacion_26,Accion_4
553,553,2,67:44:9F:17:3B:BF,PC,2024-01-01 21:24:07,192.168.0.113,Ubicacion_41,Accion_4
554,554,2,D1:DD:42:A1:6B:4E,PC,2024-01-01 19:19:31,192.168.0.206,Ubicacion_35,Accion_1
555,555,2,EC:4E:94:71:35:0F,PC,2024-01-01 13:37:13,192.168.0.29,Ubicacion_47,Accion_5
556,556,1,B2:E3:10:FA:56:92,Smartphone,2024-01-01 19:54:00,192.168.0.5,Ubicacion_37,Accion_3
557,557,2,A1:DA:41:94:87:FD,PC,2024-01-01 10:41:04,192.168.0.42,Ubicacion_8,Accion_5
558,558,2,2E:BF:27:B1:A5:A9,PC,2024-01-01 19:31:47,192.168.0.60,Ubicacion_23,Accion_1
559,559,1,B5:3F:B0:BF:78:B0,Tablet,2024-01-01 22:36:03,192.168.0.230,Ubicacion_12,Accion_4
560,560,1,FC:4B:E1:74:34:14,Smartphone,2024-01-01 06:36:56,192.168.0.158,Ubicacion_34,Accion_4
561,561,2,F0:D2:29:A1:39:45,PC,2024-01-01 09:06:53,192.168.0.25,Ubicacion_37,Accion_5
562,562,2,89:DF:6A:16:5F:D6,Smartphone,2024-01-01 06:14:54,192.168.0.244,Ubicacion_9,Accion_3
563,563,2,B5:0E:5D:9A:03:B9,PC,2024-01-01 10:55:47,192.168.0.125,Ubicacion_29,Accion_5
564,564,1,FF:65:72:57:C1:49,Tablet,2024-01-01 17:07:32,192.168.0.249,Ubicacion_50,Accion_1
565,565,3,A3:C3:8C:3F:B0:D6,PC,2024-01-01 13:52:10,192.168.0.167,Ubicacion_28,Accion_3
566,566,3,0A:95:C2:F2:E3:7C,PC,2024-01-01 20:09:48,192.168.0.171,Ubicacion_45,Accion_2
567,567,1,B3:74:E5:32:1C:04,Tablet,2024-01-01 22:09:19,192.168.0.112,Ubicacion_6,Accion_2
568,568,3,16:90:26:68:A2:DD,Smartphone,2024-01-01 13:05:23,192.168.0.104,Ubicacion_1,Accion_4
569,569,2,C1:4A:0F:94:71:FE,Smartphone,2024-01-01 22:39:55,192.168.0.253,Ubicacion_32,Accion_2
570,570,3,ED:83:FF:79:01:E3,Tablet,2024-01-01 08:50:59,192.168.0.137,Ubicacion_33,Accion_5
571,571,3,48:EC:A6:43:05:15,Smartphone,2024-01-01 05:17:07,192.168.0.208,Ubicacion_12,Accion_1
572,572,1,3E:5F:EC:06:51:D8,Smartphone,2024-01-01 05:39:47,192.168.0.197,Ubicacion_12,Accion_2
573,573,3,B7:2E:CD:FE:D9:5E,Smartphone,2024-01-01 03:02:12,192.168.0.143,Ubicacion_39,Accion_2
574,574,1,C4:95:18:E5:FE:EE,PC,2024-01-01 00:23:56,192.168.0.200,Ubicacion_1,Accion_2
575,575,1,83:96:35:FB:48:38,PC,2024-01-01 04:26:38,192.168.0.204,Ubicacion_9,Accion_5
576,576,1,40:30:8B:1B:62:90,Tablet,2024-01-01 20:42:45,192.168.0.118,Ubicacion_24,Accion_2
577,577,3,E6:71:08:67:B1:E4,PC,2024-01-01 21:59:57,192.168.0.229,Ubicacion_13,Accion_1
578,578,3,E6:69:78:C7:93:BB,Smartphone,2024-01-01 07:50:54,192.168.0.91,Ubicacion_46,Accion_5
579,579,1,AD:3B:63:FF:10:DB,Smartphone,2024-01-01 20:21:20,192.168.0.212,Ubicacion_4,Accion_5
580,580,2,23:14:5D:49:86:79,PC,2024-01-01 01:50:12,192.168.0.199,Ubicacion_46,Accion_1
581,581,3,43:B0:4F:1E:C4:32,Tablet,2024-01-01 11:57:45,192.168.0.89,Ubicacion_48,Accion_2
582,582,2,4D:3C:69:DB:48:DD,Tablet,2024-01-01 00:41:09,192.168.0.43,Ubicacion_14,Accion_4
583,583,1,0E:69:55:91:FF:30,Tablet,2024-01-01 21:46:23,192.168.0.96,Ubicacion_46,Accion_4
584,584,1,BA:1C:9D:98:6E:E3,Smartphone,2024-01-01 01:39:51,192.168.0.121,Ubicacion_40,Accion_4
585,585,2,06:89:53:BC:09:E2,Smartphone,2024-01-01 20:47:54,192.168.0.5,Ubicacion_11,Accion_4
586,586,2,9F:36:9C:C2:2B:93,Tablet,2024-01-01 03:28:25,192.168.0.157,Ubicacion_21,Accion_5
587,587,1,90:C0:A3:5B:C8:EC,Smartphone,2024-01-01 12:30:16,192.168.0.158,Ubicacion_20,Accion_5
588,588,3,40:FA:10:D8:53:B2,Tablet,2024-01-01 04:18:09,192.168.0.233,Ubicacion_33,Accion_5
589,589,3,EF:2C:EB:00:53:79,Tablet,2024-01-01 17:55:48,192.168.0.32,Ubicacion_28,Accion_3
590,590,1,38:45:E7:10:9C:8E,PC,2024-01-01 11:55:17,192.168.0.241,Ubicacion_40,Accion_5
591,591,3,FE:24:D7:57:0E:99,PC,2024-01-01 10:16:13,192.168.0.216,Ubicacion_41,Accion_4
592,592,3,C5:36:3B:E3:D4:33,Tablet,2024-01-01 08:06:03,192.168.0.8,Ubicacion_34,Accion_1
593,593,2,35:79:8B:06:85:4C,Smartphone,2024-01-01 08:25:33,192.168.0.74,Ubicacion_42,Accion_1
594,594,3,87:21:75:04:01:0A,PC,2024-01-01 21:38:29,192.168.0.254,Ubicacion_15,Accion_4
595,595,3,A4:44:4C:91:B1:E8,PC,2024-01-01 03:47:08,192.168.0.141,Ubicacion_1,Accion_5
596,596,3,6C:C2:F7:2A:48:3D,Smartphone,2024-01-01 11:17:23,192.168.0.237,Ubicacion_4,Accion_2
597,597,1,99:61:29:72:0D:08,Smartphone,2024-01-01 10:12:31,192.168.0.224,Ubicacion_47,Accion_5
598,598,1,D2:BC:E7:08:76:E6,PC,2024-01-01 19:27:23,192.168.0.46,Ubicacion_11,Accion_2
599,599,3,C5:D4:90:50:E4:EE,PC,2024-01-01 11:14:01,192.168.0.246,Ubicacion_44,Accion_1
600,600,2,8C:63:87:79:9A:36,Tablet,2024-01-01 06:36:15,192.168.0.119,Ubicacion_44,Accion_2
601,601,1,54:62:34:B3:C6:69,PC,2024-01-01 10:49:57,192.168.0.196,Ubicacion_32,Accion_4
602,602,1,33:FE:30:2D:25:6B,Smartphone,2024-01-01 05:59:57,192.168.0.218,Ubicacion_31,Accion_3
603,603,2,C8:DF:0C:E3:0B:BC,Smartphone,2024-01-01 23:31:05,192.168.0.174,Ubicacion_15,Accion_4
604,604,3,64:10:7E:D5:1C:FF,Smartphone,2024-01-01 09:52:34,192.168.0.246,Ubicacion_7,Accion_1
605,605,1,AA:93:23:A6:E9:20,Tablet,2024-01-01 22:16:08,192.168.0.4,Ubicacion_29,Accion_1
606,606,2,54:35:9C:50:B1:30,Smartphone,2024-01-01 00:07:06,192.168.0.52,Ubicacion_17,Accion_5
607,607,1,7F:E8:59:0A:0C:56,PC,2024-01-01 01:34:40,192.168.0.107,Ubicacion_6,Accion_3
608,608,1,D6:D3:AB:47:C5:41,PC,2024-01-01 11:24:41,192.168.0.47,Ubicacion_1,Accion_5
609,609,1,50:F8:1A:85:DE:D1,Tablet,2024-01-01 21:48:05,192.168.0.88,Ubicacion_13,Accion_4
610,610,3,5E:A0:F8:F7:AF:F8,Smartphone,2024-01-01 06:22:17,192.168.0.247,Ubicacion_23,Accion_4
611,611,3,47:C4:E6:3D:CA:10,Smartphone,2024-01-01 17:42:53,192.168.0.220,Ubicacion_20,Accion_3
612,612,3,36:28:C3:58:4C:02,Smartphone,2024-01-01 12:16:49,192.168.0.19,Ubicacion_37,Accion_5
613,613,1,19:A7:AD:9F:04:97,Smartphone,2024-01-01 13:21:11,192.168.0.96,Ubicacion_15,Accion_4
614,614,3,EA:FF:50:FF:DD:F6,Smartphone,2024-01-01 22:18:28,192.168.0.66,Ubicacion_15,Accion_5
615,615,2,82:F4:84:68:D3:48,PC,2024-01-01 00:15:56,192.168.0.143,Ubicacion_38,Accion_2
616,616,3,72:0D:21:40:D4:7A,Smartphone,2024-01-01 21:22:21,192.168.0.196,Ubicacion_38,Accion_3
617,617,3,28:AF:9D:C7:99:28,Smartphone,2024-01-01 10:22:22,192.168.0.125,Ubicacion_21,Accion_4
618,618,1,4B:C5:F5:16:41:C8,PC,2024-01-01 06:52:13,192.168.0.3,Ubicacion_31,Accion_1
619,619,1,2B:35:12:02:EA:25,Smartphone,2024-01-01 20:58:41,192.168.0.56,Ubicacion_1,Accion_5
620,620,2,22:D2:64:E0:5C:D6,PC,2024-01-01 13:39:03,192.168.0.93,Ubicacion_33,Accion_3
621,621,2,9A:C0:D3:65:03:47,Tablet,2024-01-01 05:20:05,192.168.0.31,Ubicacion_33,Accion_2
622,622,3,BD:BB:24:B0:B9:4A,Tablet,2024-01-01 10:21:06,192.168.0.112,Ubicacion_31,Accion_5
623,623,1,CD:5B:18:66:AF:73,Tablet,2024-01-01 17:33:24,192.168.0.207,Ubicacion_24,Accion_5
624,624,2,3B:71:78:D2:F4:1F,Smartphone,2024-01-01 15:54:13,192.168.0.132,Ubicacion_31,Accion_1
625,625,1,09:8F:DC:87:C6:39,Smartphone,2024-01-01 07:15:03,192.168.0.160,Ubicacion_7,Accion_3
626,626,1,A8:5C:C4:0D:68:B8,Tablet,2024-01-01 11:23:50,192.168.0.80,Ubicacion_3,Accion_5
627,627,1,E0:7E:E4:52:80:05,Smartphone,2024-01-01 10:32:01,192.168.0.119,Ubicacion_8,Accion_2
628,628,1,75:28:F3:7D:4F:22,PC,2024-01-01 06:31:35,192.168.0.38,Ubicacion_8,Accion_3
629,629,3,88:47:64:B4:01:7E,Smartphone,2024-01-01 19:03:25,192.168.0.228,Ubicacion_43,Accion_5
630,630,1,6F:82:C1:1D:34:78,Smartphone,2024-01-01 09:55:40,192.168.0.61,Ubicacion_6,Accion_2
631,631,2,CA:EC:58:9C:8F:19,PC,2024-01-01 04:18:10,192.168.0.224,Ubicacion_50,Accion_5
632,632,3,09:A3:6A:0C:D9:9C,PC,2024-01-01 00:04:38,192.168.0.190,Ubicacion_18,Accion_2
633,633,2,E2:86:E0:70:84:73,Tablet,2024-01-01 18:12:02,192.168.0.59,Ubicacion_9,Accion_1
634,634,1,27:16:19:95:15:40,Smartphone,2024-01-01 15:43:42,192.168.0.244,Ubicacion_3,Accion_1
635,635,1,01:47:67:DF:E7:96,PC,2024-01-01 12:05:11,192.168.0.8,Ubicacion_16,Accion_2
636,636,3,C3:BA:5B:D0:00:C9,Smartphone,2024-01-01 03:25:07,192.168.0.236,Ubicacion_35,Accion_4
637,637,2,09:1E:1A:AC:29:FE,Smartphone,2024-01-01 22:12:05,192.168.0.224,Ubicacion_25,Accion_3
638,638,1,E1:D9:00:31:A9:82,PC,2024-01-01 06:10:34,192.168.0.157,Ubicacion_35,Accion_5
639,639,2,95:9C:02:B5:25:BC,Smartphone,2024-01-01 03:15:52,192.168.0.31,Ubicacion_24,Accion_5
640,640,1,CA:43:40:D6:FD:9E,PC,2024-01-01 00:29:10,192.168.0.9,Ubicacion_35,Accion_5
641,641,3,1C:E6:68:57:0F:13,Tablet,2024-01-01 00:40:38,192.168.0.83,Ubicacion_7,Accion_3
642,642,3,23:1A:F2:79:20:83,Tablet,2024-01-01 14:34:22,192.168.0.87,Ubicacion_1,Accion_2
643,643,2,49:63:40:0F:CB:63,PC,2024-01-01 01:15:27,192.168.0.73,Ubicacion_33,Accion_3
644,644,3,03:2C:60:7A:C9:E8,Tablet,2024-01-01 04:22:49,192.168.0.89,Ubicacion_41,Accion_2
645,645,2,12:83:41:AC:04:2B,Smartphone,2024-01-01 07:53:38,192.168.0.180,Ubicacion_17,Accion_3
646,646,2,E7:87:09:F3:28:A6,Smartphone,2024-01-01 10:29:41,192.168.0.209,Ubicacion_39,Accion_3
647,647,2,55:2A:7A:0F:B4:03,Tablet,2024-01-01 14:13:38,192.168.0.47,Ubicacion_47,Accion_1
648,648,2,D2:96:AC:CA:08:17,Tablet,2024-01-01 04:05:32,192.168.0.180,Ubicacion_30,Accion_3
649,649,1,D6:54:59:CC:E6:5C,PC,2024-01-01 06:46:49,192.168.0.222,Ubicacion_4,Accion_4
650,650,3,B9:02:5A:C0:04:C6,PC,2024-01-01 16:50:29,192.168.0.151,Ubicacion_16,Accion_1
651,651,2,15:7E:22:E2:0C:37,Smartphone,2024-01-01 04:48:17,192.168.0.213,Ubicacion_33,Accion_4
652,652,2,FC:84:79:12:EB:A9,Tablet,2024-01-01 07:21:59,192.168.0.177,Ubicacion_36,Accion_3
653,653,1,66:76:C7:E0:F8:93,PC,2024-01-01 14:30:33,192.168.0.130,Ubicacion_1,Accion_2
654,654,2,65:5B:AB:00:0E:79,Smartphone,2024-01-01 15:25:59,192.168.0.5,Ubicacion_5,Accion_1
655,655,3,8A:4D:01:2A:06:60,Smartphone,2024-01-01 11:35:51,192.168.0.109,Ubicacion_25,Accion_1
656,656,2,4C:DB:53:61:E8:8B,PC,2024-01-01 02:50:22,192.168.0.187,Ubicacion_42,Accion_3
657,657,3,1E:62:E4:CF:FC:A2,Tablet,2024-01-01 15:47:32,192.168.0.26,Ubicacion_49,Accion_1
658,658,3,A7:2A:22:83:53:26,Tablet,2024-01-01 03:59:30,192.168.0.64,Ubicacion_28,Accion_1
659,659,3,12:CB:19:31:B1:38,Smartphone,2024-01-01 14:35:51,192.168.0.63,Ubicacion_40,Accion_5
660,660,3,D2:7F:F1:A7:25:BF,PC,2024-01-01 12:18:00,192.168.0.47,Ubicacion_15,Accion_5
661,661,1,20:B5:BC:9C:BD:70,Smartphone,2024-01-01 06:43:27,192.168.0.102,Ubicacion_22,Accion_1
662,662,2,A5:48:71:EF:93:C8,Smartphone,2024-01-01 10:03:41,192.168.0.128,Ubicacion_50,Accion_4
663,663,2,34:36:76:C0:72:C3,PC,2024-01-01 02:29:28,192.168.0.70,Ubicacion_25,Accion_1
664,664,1,08:C2:43:06:FD:CB,Tablet,2024-01-01 21:56:56,192.168.0.43,Ubicacion_26,Accion_5
665,665,3,14:03:30:61:1F:CC,PC,2024-01-01 16:13:53,192.168.0.151,Ubicacion_36,Accion_1
666,666,1,4C:F2:A5:59:41:56,Smartphone,2024-01-01 00:43:48,192.168.0.130,Ubicacion_6,Accion_1
667,667,2,AE:E1:E0:EC:8A:94,Tablet,2024-01-01 12:03:23,192.168.0.50,Ubicacion_10,Accion_1
