id_control,Descripcion_control,Id_tipo_estgia_control,Id_tipo_med_control,Id_tipo_Qcontrol,id_valoracion_residual
564,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,D,198
565,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,C,199
566,1. Senalizacion,P,INH,B,199
567,Uso del drenaje ecologico tipo check.,M,ELI,C,199
568,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,SUS,B,200
569,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,SUS,A,200
570,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,D,200
571,Orejeras Tapones auditivos,M,ADM,B,200
572,Puntos de anclaje,P,EPP,C,201
573,Descripcion,M,ADM,A,201
574,Uso del drenaje ecologico tipo check.,M,ELI,C,201
575,Instalacion de silenciadores en ventiladores,P,INH,B,202
576,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ADM,C,202
577,Descripcion,P,ADM,B,203
578,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,D,203
579,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,C,203
580,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,C,204
581,Puntos de anclaje,P,SUS,B,205
582,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ADM,B,206
583,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,D,207
584,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ADM,D,207
585,Uso del drenaje ecologico tipo check.,M,ADM,A,207
586,Probadores de energia Multitester Revelador de tension,P,ELI,C,208
587,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,A,208
588,guantes de cuero o anticorte.,M,INH,B,208
589,Instalacion de silenciadores en ventiladores,P,ELI,B,208
590,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,D,209
591,Respirador con filtro de gases,P,INH,B,209
592,Casco de Seguridad,M,SUS,A,210
593,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,C,210
594,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,D,210
595,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,A,211
596,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,D,212
597,Timbre de operatividad Circulina de operatividad,M,SUS,D,212
598,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,C,212
599,Uso del drenaje ecologico tipo check.,P,INH,B,212
600,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,EPP,C,213
601,Respirador y filtros de polvo,M,INH,E,214
602,Instalacion de silenciadores en ventiladores,M,EPP,C,214
603,lineas de vida,M,EPP,A,215
604,Desenergizar y bloquear  fuente de energia,M,SUS,C,215
605,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,D,215
606,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,C,216
607,Uso de equipos personal de proteccion anticaidas.,M,EPP,B,216
608,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ADM,A,216
609,Uso de equipos personal de proteccion anticaidas.,M,EPP,A,216
610,Orejeras Tapones auditivos,P,ELI,B,216
611,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,B,217
612,Instalacion de silenciadores en ventiladores,M,EPP,E,217
613,1. Uso de herramientas adecuadas.,P,EPP,C,218
614,Desenergizar y bloquear  fuente de energia,M,EPP,C,218
615,Desenergizar y bloquear  fuente de energia,P,SUS,A,219
616,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,220
617,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,A,220
618,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,A,220
619,Casco de Seguridad,P,ELI,B,220
620,Timbre de operatividad Circulina de operatividad,P,INH,D,221
621,Uso del drenaje ecologico tipo check.,P,INH,E,221
622,1. Uso de herramientas adecuadas.,M,EPP,D,221
623,Instalacion de silenciadores en ventiladores,M,EPP,D,222
624,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,222
625,Instalacion de silenciadores en ventiladores,M,INH,E,222
626,Descripcion,M,SUS,C,223
627,Extintores en Zona de trabajo,P,ELI,D,223
628,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,INH,D,223
629,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,D,224
630,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,SUS,A,224
631,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,E,224
632,delimitacion de areas 2. Mantener orden y limpieza,P,EPP,D,224
633,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,E,225
634,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,A,225
635,Puntos de anclaje,P,EPP,D,225
636,Instalacion de silenciadores en ventiladores,M,INH,E,226
637,Descripcion,M,INH,C,226
638,Barbiquejo,M,INH,B,226
639,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,B,226
640,Puntos de anclaje,M,EPP,C,226
641,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,ADM,A,227
642,Descripcion,P,ADM,E,227
643,Timbre de operatividad Circulina de operatividad,M,SUS,A,227
644,Descripcion,M,ELI,C,227
645,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,E,228
646,1. Senalizacion,M,ELI,B,228
647,Desenergizar y bloquear  fuente de energia,M,SUS,E,229
648,lineas de vida,M,ADM,D,229
649,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,D,229
650,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,B,229
651,Instalacion de silenciadores en ventiladores,P,EPP,C,229
652,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,C,230
653,lineas de vida,M,ADM,A,230
654,Respirador y filtros de polvo,P,SUS,B,230
655,Timbre de operatividad Circulina de operatividad,P,EPP,D,230
656,Zapatos de seguridad con planta de caucho o material antideslizante.,M,SUS,A,231
657,Casco de Seguridad,M,SUS,B,231
658,Uso del drenaje ecologico tipo check.,M,ELI,B,232
659,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,SUS,D,232
660,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,INH,B,232
661,Casco de Seguridad,M,ELI,B,232
662,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,B,233
663,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,D,234
664,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,EPP,C,235
665,Uso del drenaje ecologico tipo check.,M,SUS,E,235
666,Descripcion,M,ADM,E,235
667,guantes de cuero o anticorte.,M,INH,C,235
668,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,E,236
669,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,B,236
670,Respirador y filtros de polvo,M,INH,E,236
671,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,INH,B,236
672,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,D,237
673,Desenergizar y bloquear  fuente de energia,P,INH,A,237
674,Casco de Seguridad,P,SUS,A,238
675,Respirador con filtro de gases,P,SUS,B,239
676,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ADM,A,239
677,Instalacion de silenciadores en ventiladores,M,ADM,B,240
678,Descripcion,M,ELI,B,240
679,Casco de Seguridad,P,INH,A,240
680,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ADM,E,241
681,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,ELI,E,241
682,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,E,241
683,Orejeras Tapones auditivos,M,SUS,B,242
684,1. Uso de herramientas adecuadas.,M,ADM,D,242
685,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,P,SUS,A,242
686,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,EPP,A,242
687,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,D,243
688,delimitacion de areas 2. Mantener orden y limpieza,M,INH,A,244
689,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,SUS,E,244
690,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,B,245
691,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,INH,A,245
692,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,SUS,B,246
693,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,B,247
694,1. Uso de herramientas adecuadas.,M,SUS,D,247
695,Timbre de operatividad Circulina de operatividad,M,EPP,E,248
696,Respirador y filtros de polvo,M,ADM,D,248
697,Timbre de operatividad Circulina de operatividad,P,ELI,D,248
698,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,SUS,C,248
699,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,C,248
700,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,E,249
701,Uso del drenaje ecologico tipo check.,P,SUS,B,249
702,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,SUS,A,249
703,Descripcion,M,ELI,B,249
704,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ADM,E,250
705,Respirador y filtros de polvo,M,INH,D,250
706,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,EPP,E,250
707,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,250
708,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,D,250
709,Barbiquejo,P,ADM,C,251
710,lineas de vida,P,INH,C,251
711,1. Senalizacion,M,EPP,B,252
712,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,D,252
713,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,INH,C,252
714,Colocacion de Barreras  Solidas,M,EPP,B,253
715,Respirador y filtros de polvo,P,SUS,E,253
716,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,C,253
717,kits de contingencia,P,SUS,B,254
718,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,ADM,C,254
719,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ELI,E,255
720,Uso del drenaje ecologico tipo check.,P,EPP,C,255
721,Zapatos de seguridad con planta de caucho o material antideslizante.,M,INH,B,255
722,Extintores en Zona de trabajo,M,ELI,C,255
723,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,E,255
724,Desenergizar y bloquear  fuente de energia,M,ADM,A,256
725,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,SUS,D,256
726,Orejeras Tapones auditivos,P,SUS,C,257
727,1. Uso de herramientas adecuadas.,P,EPP,B,257
728,Desenergizar y bloquear  fuente de energia,M,ELI,A,258
729,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,EPP,C,258
730,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,C,258
731,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,D,258
732,Uso de equipos personal de proteccion anticaidas.,P,INH,A,259
733,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ADM,E,259
734,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ELI,B,259
735,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,D,259
736,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,SUS,C,259
737,Probadores de energia Multitester Revelador de tension,P,ADM,B,260
738,Extintores en Zona de trabajo,M,SUS,A,260
739,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ADM,D,260
740,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,A,260
741,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,C,260
742,kits de contingencia,P,SUS,A,261
743,Uso del drenaje ecologico tipo check.,M,EPP,C,261
744,Respirador con filtro de gases,M,EPP,C,261
745,Descripcion,P,SUS,B,261
746,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,262
747,1. Senalizacion,P,EPP,B,262
748,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,D,263
749,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ADM,B,264
750,1. Senalizacion,M,SUS,D,265
751,Uso del drenaje ecologico tipo check.,P,ELI,D,265
752,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,C,266
753,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,ELI,E,266
754,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,A,266
755,1. Senalizacion,P,ELI,C,266
756,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,267
757,1. Uso de herramientas adecuadas.,M,ADM,C,267
758,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,INH,B,267
759,Zapatos de seguridad con planta de caucho o material antideslizante.,M,SUS,D,267
760,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,C,267
761,Barbiquejo,M,EPP,C,268
762,Extintores en Zona de trabajo,P,ELI,A,268
763,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,ELI,A,269
764,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,269
765,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,A,269
766,1. Uso de herramientas adecuadas.,P,ELI,D,269
767,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,E,270
768,Barbiquejo,M,ADM,A,270
769,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,270
770,Descripcion,M,SUS,C,270
771,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,E,271
772,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,271
773,Respirador y filtros de polvo,M,ELI,C,271
774,Extintores en Zona de trabajo,M,INH,C,271
775,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,M,INH,A,272
776,Desenergizar y bloquear  fuente de energia,M,SUS,D,272
777,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,EPP,B,272
778,Uso del drenaje ecologico tipo check.,M,ADM,C,273
779,Orejeras Tapones auditivos,M,EPP,E,274
780,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ELI,B,275
781,Uso del drenaje ecologico tipo check.,P,ELI,B,275
782,Probadores de energia Multitester Revelador de tension,P,INH,A,275
783,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,E,275
784,lineas de vida,M,ADM,D,276
785,Instalacion de silenciadores en ventiladores,P,EPP,E,276
786,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,A,276
787,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,B,276
788,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,SUS,C,277
789,1. Senalizacion,M,SUS,A,278
790,Descripcion,M,ADM,D,279
791,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,B,279
792,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,ELI,E,279
793,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,ELI,D,279
794,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ADM,C,279
795,Desenergizar y bloquear  fuente de energia,P,INH,C,280
796,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,281
797,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,D,281
798,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,282
799,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,B,282
800,1. Uso de herramientas adecuadas.,M,ADM,A,282
801,Puntos de anclaje,M,ELI,A,283
802,Probadores de energia Multitester Revelador de tension,P,INH,C,283
803,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,EPP,A,283
804,Instalacion de silenciadores en ventiladores,M,SUS,E,283
805,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,E,283
806,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,B,284
807,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,284
808,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,B,284
809,lineas de vida,M,EPP,A,284
810,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ELI,D,285
811,Uso de equipos personal de proteccion anticaidas.,M,SUS,B,285
812,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,C,285
813,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,D,286
814,Uso de equipos personal de proteccion anticaidas.,P,ADM,B,286
815,Uso del drenaje ecologico tipo check.,M,SUS,B,286
816,Uso de equipos personal de proteccion anticaidas.,M,INH,C,287
817,1. Bandejas,P,INH,A,287
818,Descripcion,P,INH,B,287
819,1. Senalizacion,P,INH,E,288
820,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,SUS,A,288
821,1. Uso de herramientas adecuadas.,P,SUS,C,289
822,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,C,289
823,Uso del drenaje ecologico tipo check.,P,ADM,E,289
824,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,SUS,A,290
