id_actv,nombre_actv,descripcion,fecha_inicio,fecha_fin,id_equipo_soporte,id_empleado,id_estado,id_orden
384,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-01-24,2023-01-25,,705,2,384
385,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-01-26,2023-01-26,,138,5,385
386,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-01-27,2023-01-29,,531,2,386
387,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-01-27,2023-01-29,,699,3,387
388,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-01-29,2023-01-31,,389,6,388
389,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-30,2023-01-31,,324,3,389
390,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-30,2023-01-30,,546,2,390
391,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-02-01,2023-02-01,,490,1,391
392,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-02-02,2023-02-04,16,339,1,392
393,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-02-02,2023-02-04,,584,6,393
394,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-02-04,2023-02-04,,488,5,394
395,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-02-05,2023-02-07,,547,1,395
396,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-02-05,2023-02-07,,751,6,396
397,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-02-07,2023-02-08,,611,5,397
398,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-02-08,2023-02-09,,218,5,398
399,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-02-08,2023-02-08,,136,3,399
400,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-02-10,2023-02-11,,294,1,400
401,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-02-11,2023-02-11,,498,4,401
402,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-02-11,2023-02-11,,25,7,402
403,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-02-13,2023-02-14,,732,3,403
404,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-02-14,2023-02-16,,838,1,404
405,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-02-14,2023-02-14,,882,6,405
406,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-02-16,2023-02-17,,877,4,406
407,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-02-17,2023-02-17,,392,4,407
408,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-02-17,2023-02-19,,403,7,408
409,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-02-19,2023-02-21,,354,3,409
410,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-02-20,2023-02-22,17,860,5,410
411,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-02-20,2023-02-22,,128,6,411
412,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-02-22,2023-02-24,,737,2,412
413,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-02-23,2023-02-25,,32,4,413
414,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-02-23,2023-02-25,,359,7,414
415,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-02-25,2023-02-25,,824,4,415
416,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-02-26,2023-02-26,,484,6,416
417,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-02-26,2023-02-28,,372,2,417
418,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-02-28,2023-03-01,,356,2,418
419,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-01,2023-03-02,,503,5,419
420,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-01,2023-03-02,,382,5,420
421,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-03,2023-03-03,,721,6,421
422,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-04,2023-03-05,,384,6,422
423,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-03-04,2023-03-06,15,411,7,423
424,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-03-06,2023-03-06,,748,3,424
425,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-03-07,2023-03-07,,959,6,425
426,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-03-07,2023-03-07,,76,6,426
427,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-03-09,2023-03-09,,864,5,427
428,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-03-10,2023-03-11,,776,1,428
429,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-03-10,2023-03-11,,230,5,429
430,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-03-12,2023-03-12,,893,1,430
431,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-03-13,2023-03-14,,654,4,431
432,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-03-13,2023-03-13,,994,1,432
433,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-15,2023-03-17,,801,2,433
434,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-16,2023-03-17,,919,4,434
435,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-16,2023-03-17,,498,7,435
436,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-18,2023-03-20,,997,5,436
437,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-03-19,2023-03-21,,859,2,437
438,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-03-19,2023-03-21,,447,6,438
439,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-03-21,2023-03-21,,473,2,439
440,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-03-22,2023-03-22,,924,6,440
441,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-03-22,2023-03-24,,703,3,441
442,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-03-24,2023-03-24,,368,4,442
443,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-03-25,2023-03-26,,102,4,443
444,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-03-25,2023-03-27,,352,4,444
445,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-03-27,2023-03-27,,237,4,445
446,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-03-28,2023-03-28,,551,1,446
447,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-28,2023-03-29,,521,1,447
448,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-30,2023-03-30,,367,2,448
449,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-31,2023-03-31,,634,3,449
450,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-31,2023-04-02,,383,2,450
451,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-02,2023-04-02,,711,1,451
452,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-03,2023-04-05,,645,3,452
453,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-04-03,2023-04-04,,813,6,453
454,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-04-05,2023-04-05,,618,3,454
455,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-04-06,2023-04-07,,778,5,455
456,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-04-06,2023-04-07,,660,3,456
457,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-04-08,2023-04-09,,119,1,457
458,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-04-09,2023-04-09,,969,6,458
459,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-04-09,2023-04-10,,429,5,459
460,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-04-11,2023-04-13,,433,5,460
461,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-04-12,2023-04-13,,453,4,461
462,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-04-12,2023-04-13,,331,5,462
463,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-04-14,2023-04-15,,750,4,463
464,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-04-15,2023-04-15,,929,3,464
465,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-15,2023-04-15,,293,6,465
466,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-17,2023-04-18,,475,2,466
467,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-04-18,2023-04-19,,555,3,467
468,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-04-18,2023-04-20,,102,4,468
469,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-04-20,2023-04-20,,842,3,469
470,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-04-21,2023-04-21,,515,3,470
471,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-04-21,2023-04-22,,957,6,471
472,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-04-23,2023-04-23,,490,1,472
473,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-04-24,2023-04-25,,526,7,473
474,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-04-24,2023-04-25,,516,4,474
475,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-04-26,2023-04-26,,630,2,475
476,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-04-27,2023-04-29,,611,7,476
477,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-04-27,2023-04-29,,487,7,477
478,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-04-29,2023-04-29,,74,6,478
479,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-30,2023-05-02,,341,1,479
480,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-30,2023-05-02,,381,5,480
481,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-02,2023-05-04,,402,2,481
482,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-03,2023-05-03,,366,1,482
483,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-05-03,2023-05-03,,735,2,483
484,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-05-05,2023-05-05,,389,6,484
485,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-05-06,2023-05-08,,623,2,485
486,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-05-06,2023-05-07,,939,5,486
487,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-05-08,2023-05-08,,846,1,487
488,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-05-09,2023-05-09,,508,6,488
489,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-05-09,2023-05-10,,599,7,489
490,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-05-11,2023-05-11,,665,4,490
491,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-05-12,2023-05-14,,629,4,491
492,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-05-12,2023-05-12,,718,6,492
493,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-05-14,2023-05-16,,444,7,493
494,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-05-15,2023-05-17,,596,3,494
495,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-15,2023-05-17,5,529,7,495
496,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-17,2023-05-18,,719,4,496
497,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-05-18,2023-05-19,,883,7,497
498,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-05-18,2023-05-20,8,363,1,498
499,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-05-20,2023-05-21,,465,1,499
500,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-05-21,2023-05-21,3,981,2,500
501,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-05-21,2023-05-22,,252,7,501
502,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-05-23,2023-05-23,,767,2,502
503,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-05-24,2023-05-25,,158,3,503
504,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-05-24,2023-05-25,,829,4,504
505,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-05-26,2023-05-27,,105,3,505
506,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-05-27,2023-05-28,,947,6,506
507,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-05-27,2023-05-29,,298,2,507
508,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-05-29,2023-05-29,,547,5,508
509,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-30,2023-05-31,,732,5,509
510,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-30,2023-06-01,,921,3,510
511,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-01,2023-06-03,,552,4,511
512,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-02,2023-06-03,,894,2,512
513,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-06-02,2023-06-04,,148,2,513
514,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-06-04,2023-06-05,,290,7,514
515,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-06-05,2023-06-05,,225,4,515
516,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-06-05,2023-06-06,,302,5,516
517,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-06-07,2023-06-09,,823,3,517
518,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-06-08,2023-06-10,,160,6,518
519,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-06-08,2023-06-08,,748,1,519
520,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-06-10,2023-06-10,15,871,7,520
521,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-06-11,2023-06-11,,356,4,521
522,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-06-11,2023-06-11,,741,6,522
523,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-06-13,2023-06-14,,70,1,523
524,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-06-14,2023-06-15,,998,1,524
525,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-14,2023-06-14,,838,2,525
526,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-16,2023-06-17,,772,4,526
527,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-06-17,2023-06-17,,654,1,527
528,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-06-17,2023-06-19,,234,6,528
529,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-06-19,2023-06-19,,188,4,529
530,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-06-20,2023-06-22,,423,3,530
531,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-06-20,2023-06-22,,481,2,531
532,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-06-22,2023-06-22,,894,4,532
533,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-06-23,2023-06-24,,956,5,533
534,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-06-23,2023-06-23,,694,5,534
535,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-06-25,2023-06-25,,928,7,535
536,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-06-26,2023-06-27,,372,6,536
537,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-06-26,2023-06-26,,545,7,537
538,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-06-28,2023-06-29,,300,3,538
539,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-29,2023-06-29,,718,3,539
540,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-29,2023-07-01,,599,5,540
541,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-07-01,2023-07-02,,192,3,541
542,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-07-02,2023-07-03,,113,2,542
543,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-07-02,2023-07-04,,236,6,543
544,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-07-04,2023-07-05,,635,3,544
545,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-07-05,2023-07-06,,506,2,545
546,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-07-05,2023-07-06,,499,6,546
547,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-07-07,2023-07-07,,598,1,547
548,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-07-08,2023-07-10,,815,2,548
549,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-07-08,2023-07-09,,711,1,549
550,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-07-10,2023-07-11,,397,2,550
551,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-07-11,2023-07-12,,353,5,551
552,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-07-11,2023-07-12,,630,7,552
553,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-07-13,2023-07-14,,557,6,553
554,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-07-14,2023-07-15,,737,6,554
555,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-07-14,2023-07-14,,481,6,555
556,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-07-16,2023-07-17,,869,6,556
557,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-07-17,2023-07-19,,409,6,557
558,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-07-17,2023-07-18,,914,1,558
559,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-07-19,2023-07-19,,160,4,559
560,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-07-20,2023-07-21,,200,1,560
561,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-07-20,2023-07-21,,114,3,561
562,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-07-22,2023-07-22,,774,2,562
563,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-07-23,2023-07-25,10,92,2,563
564,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-07-23,2023-07-24,10,783,6,564
565,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-07-25,2023-07-25,,125,6,565
566,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-07-26,2023-07-28,,144,7,566
567,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-07-26,2023-07-28,6,856,4,567
568,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-07-28,2023-07-28,,270,1,568
569,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-07-29,2023-07-29,,648,7,569
570,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-07-29,2023-07-30,,282,2,570
571,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-07-31,2023-08-01,,848,3,571
572,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-08-01,2023-08-02,,769,4,572
573,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-08-01,2023-08-02,,418,5,573
574,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-08-03,2023-08-04,,391,6,574
