Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_actividad,id_tarea
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,397,520
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,Tareas diarias,398,521
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,responsabilidades habituales,469,522
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,recados semanales,29,523
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,obligaciones frecuentes,376,524
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,recados semanales,358,525
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,deberes ocasionales,104,526
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,deberes ocasionales,140,527
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,metas anuales,450,528
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,deberes ocasionales,97,529
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,241,530
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,deberes ocasionales,132,531
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,496,532
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,recados semanales,463,533
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,responsabilidades habituales,162,534
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,metas anuales,5,535
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,221,536
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,76,537
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,72,538
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,deberes ocasionales,83,539
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,metas anuales,312,540
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,recados semanales,468,541
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,468,542
Probar los sistemas de alarma para verificar su respuesta,Planificador de Mantenimiento,asignaciones regulares,406,543
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,responsabilidades habituales,113,544
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,recados semanales,90,545
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,obligaciones frecuentes,339,546
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,Tareas diarias,463,547
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,asignaciones regulares,223,548
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,recados semanales,51,549
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,metas anuales,89,550
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,responsabilidades habituales,108,551
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,recados semanales,74,552
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,Tareas diarias,361,553
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,deberes ocasionales,164,554
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,69,555
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,responsabilidades habituales,476,556
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,deberes ocasionales,284,557
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,metas anuales,412,558
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,deberes ocasionales,65,559
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,25,560
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,recados semanales,220,561
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,337,562
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,responsabilidades habituales,189,563
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,20,564
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,recados semanales,265,565
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,recados semanales,154,566
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,obligaciones frecuentes,380,567
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,451,568
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,recados semanales,227,569
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,recados semanales,196,570
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,asignaciones regulares,324,571
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,72,572
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,325,573
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,Tareas diarias,459,574
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,125,575
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,425,576
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,obligaciones frecuentes,460,577
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,metas anuales,95,578
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,55,579
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,obligaciones frecuentes,346,580
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,recados semanales,489,581
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,obligaciones frecuentes,144,582
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,448,583
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,11,584
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,obligaciones frecuentes,81,585
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,responsabilidades habituales,212,586
Inspeccionar las bandas transportadoras en busca de desgaste,Supervisor de Mantenimiento,deberes ocasionales,400,587
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,deberes ocasionales,280,588
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,17,589
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,479,590
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,asignaciones regulares,187,591
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,metas anuales,231,592
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,metas anuales,406,593
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,obligaciones frecuentes,377,594
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,metas anuales,1,595
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,deberes ocasionales,113,596
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,metas anuales,202,597
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,Tareas diarias,430,598
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,recados semanales,15,599
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,364,600
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,metas anuales,39,601
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,asignaciones regulares,202,602
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,recados semanales,379,603
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,Tareas diarias,345,604
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,asignaciones regulares,245,605
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,Tareas diarias,106,606
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,Tareas diarias,32,607
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,499,608
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,118,609
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,responsabilidades habituales,43,610
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,asignaciones regulares,117,611
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,metas anuales,369,612
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,388,613
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,Tareas diarias,287,614
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,Tareas diarias,402,615
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,Tareas diarias,53,616
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,389,617
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,deberes ocasionales,405,618
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,deberes ocasionales,278,619
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,deberes ocasionales,190,620
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,309,621
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,metas anuales,180,622
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,35,623
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,deberes ocasionales,327,624
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,asignaciones regulares,416,625
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,500,626
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,137,627
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,deberes ocasionales,39,628
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,deberes ocasionales,233,629
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,metas anuales,58,630
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,responsabilidades habituales,167,631
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,responsabilidades habituales,242,632
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,deberes ocasionales,280,633
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,metas anuales,192,634
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,deberes ocasionales,198,635
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,Tareas diarias,160,636
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,recados semanales,111,637
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,recados semanales,118,638
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,deberes ocasionales,472,639
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,recados semanales,98,640
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,deberes ocasionales,306,641
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,metas anuales,80,642
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,Tareas diarias,29,643
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,131,644
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,379,645
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,112,646
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,453,647
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,metas anuales,215,648
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,recados semanales,84,649
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,Tareas diarias,274,650
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,obligaciones frecuentes,207,651
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,443,652
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,responsabilidades habituales,157,653
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,responsabilidades habituales,239,654
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,Tareas diarias,140,655
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,399,656
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,79,657
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,Tareas diarias,370,658
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,146,659
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,78,660
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,183,661
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,331,662
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,deberes ocasionales,247,663
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,metas anuales,29,664
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,responsabilidades habituales,276,665
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,467,666
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,172,667
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,responsabilidades habituales,228,668
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,160,669
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,responsabilidades habituales,175,670
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,responsabilidades habituales,288,671
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,Tareas diarias,100,672
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,436,673
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,responsabilidades habituales,110,674
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,41,675
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,432,676
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,recados semanales,26,677
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,40,678
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,150,679
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,recados semanales,173,680
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,recados semanales,82,681
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,metas anuales,241,682
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,450,683
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,144,684
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,Tareas diarias,439,685
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,asignaciones regulares,64,686
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,9,687
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,recados semanales,53,688
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,responsabilidades habituales,286,689
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,Tareas diarias,499,690
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,392,691
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,responsabilidades habituales,245,692
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,Tareas diarias,493,693
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,metas anuales,26,694
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,deberes ocasionales,137,695
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,asignaciones regulares,424,696
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,metas anuales,471,697
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,289,698
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,Tareas diarias,54,699
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,asignaciones regulares,133,700
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,349,701
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,metas anuales,347,702
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,122,703
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,Tareas diarias,116,704
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,285,705
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,Tareas diarias,219,706
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,299,707
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,344,708
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,obligaciones frecuentes,172,709
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,metas anuales,174,710
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,45,711
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,Tareas diarias,362,712
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,46,713
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,241,714
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,deberes ocasionales,435,715
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,104,716
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,recados semanales,82,717
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,responsabilidades habituales,111,718
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,recados semanales,124,719
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,295,720
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,86,721
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,97,722
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,444,723
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,asignaciones regulares,273,724
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,464,725
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,485,726
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,obligaciones frecuentes,262,727
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,163,728
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,asignaciones regulares,309,729
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,metas anuales,204,730
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,59,731
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,421,732
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,105,733
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,deberes ocasionales,266,734
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,asignaciones regulares,104,735
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,recados semanales,263,736
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,obligaciones frecuentes,475,737
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,346,738
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,obligaciones frecuentes,134,739
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,recados semanales,143,740
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,474,741
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,asignaciones regulares,204,742
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,asignaciones regulares,420,743
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,metas anuales,150,744
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,responsabilidades habituales,124,745
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,74,746
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,obligaciones frecuentes,107,747
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,recados semanales,314,748
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,Tareas diarias,394,749
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,metas anuales,236,750
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,266,751
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,50,752
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,381,753
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,obligaciones frecuentes,441,754
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,obligaciones frecuentes,33,755
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,recados semanales,17,756
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,73,757
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,458,758
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,recados semanales,496,759
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,obligaciones frecuentes,470,760
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,responsabilidades habituales,493,761
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,metas anuales,166,762
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,asignaciones regulares,245,763
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,asignaciones regulares,110,764
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,78,765
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,metas anuales,447,766
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,149,767
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,241,768
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,466,769
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,Tareas diarias,293,770
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,asignaciones regulares,34,771
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,499,772
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,responsabilidades habituales,129,773
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,218,774
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,deberes ocasionales,253,775
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,responsabilidades habituales,45,776
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,metas anuales,403,777
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,recados semanales,234,778
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,responsabilidades habituales,214,779
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,449,780
