id_informe_iperc,id_proceso,fecha_registro,fecha_act_sup,fecha_act_seg,unidad_minera,area
609,609,2024-10-09,2024-06-10,2024-10-31,Julcani,MTTO. SERVICIOS
610,610,2024-07-02,2024-02-29,2024-03-18,El Faique,MTTO. EQUIPOS
611,611,2024-08-04,2024-06-06,2024-08-15,Cerro Verde,MTTO. EQUIPOS
612,612,2024-10-05,2024-08-22,2024-09-06,Río Seco,MTTO. PLANTA
613,613,2024-04-13,2023-12-01,2023-12-25,Tambomayo,MTTO.ELECTRICO
614,614,2023-12-07,2024-03-15,2024-09-27,Colquijirca,MTTO. PLANTA
615,615,2024-07-07,2024-08-27,2024-02-12,Tambomayo,MTTO. EQUIPOS
616,616,2023-12-14,2024-06-25,2024-06-20,Yumpag,MANTTO DE EQUIPOS TRACKLESS
617,617,2023-11-26,2024-07-07,2024-02-25,Colquijirca,MTTO. EQUIPOS
618,618,2024-07-03,2024-05-21,2024-05-17,Yumpag,MTTO. EQUIPOS
619,619,2024-11-02,2023-11-12,2024-02-10,La Zanja,MANTTO DE EQUIPOS TRACKLESS
620,620,2024-04-18,2024-07-13,2024-01-15,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
621,621,2024-01-23,2024-04-14,2024-10-03,Río Seco,MTTO.ELECTRICO
622,622,2024-10-18,2024-03-14,2024-04-07,Huanzala,MTTO. EQUIPOS
623,623,2024-10-29,2024-04-04,2024-05-06,Huanzala,MTTO. PLANTA
624,624,2024-07-29,2024-05-09,2024-08-19,La Zanja,MTTO. EQUIPOS
625,625,2024-06-29,2024-07-28,2024-09-14,La Zanja,MTTO.ELECTRICO
626,626,2024-06-22,2024-05-08,2024-08-29,Río Seco,MTTO.ELECTRICO
627,627,2023-12-17,2024-02-13,2024-09-01,Uchucchacua,MTTO.ELECTRICO
628,628,2024-02-21,2024-07-15,2024-01-26,Tambomayo,MTTO.ELECTRICO
629,629,2023-12-04,2024-10-26,2024-09-05,La Zanja,MTTO. SERVICIOS
630,630,2024-01-06,2024-03-28,2024-02-22,La Zanja,MTTO. SERVICIOS
631,631,2024-06-11,2024-04-18,2024-01-07,Coimolache,MTTO. SERVICIOS
632,632,2024-02-27,2024-03-04,2024-02-17,Coimolache,MTTO. SERVICIOS
633,633,2024-01-05,2024-05-26,2024-02-15,El Faique,MTTO. EQUIPOS
634,634,2024-03-24,2024-03-20,2024-06-04,Río Seco,MTTO. SERVICIOS
635,635,2024-02-07,2023-12-09,2024-07-07,Julcani,MTTO. SERVICIOS
636,636,2023-12-17,2024-10-15,2024-01-23,Huanzala,MTTO. EQUIPOS
637,637,2024-04-14,2023-12-27,2023-12-21,San Gabriel,MTTO. EQUIPOS
638,638,2024-09-27,2024-10-18,2024-10-07,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
639,639,2023-12-17,2024-05-27,2024-10-10,Tambomayo,MTTO. EQUIPOS
640,640,2024-07-18,2024-06-12,2024-06-25,Cerro Verde,MTTO. EQUIPOS
641,641,2023-12-16,2024-06-24,2023-12-11,La Zanja,MTTO. EQUIPOS
642,642,2024-02-21,2023-12-30,2024-05-31,La Zanja,MTTO.ELECTRICO
643,643,2023-11-26,2023-12-18,2024-06-09,San Gabriel,MTTO. PLANTA
644,644,2024-02-15,2024-07-10,2024-05-24,Tambomayo,MTTO. EQUIPOS
645,645,2024-04-08,2024-01-17,2024-04-11,Yumpag,MTTO. EQUIPOS
646,646,2024-07-24,2024-05-27,2024-07-13,Uchucchacua,MTTO. SERVICIOS
647,647,2024-05-30,2023-11-18,2024-07-21,La Zanja,MTTO.ELECTRICO
648,648,2024-10-05,2023-11-11,2024-06-30,Cerro Verde,MTTO. SERVICIOS
649,649,2024-08-09,2024-10-04,2024-02-23,Río Seco,MTTO. EQUIPOS
650,650,2024-05-14,2024-05-19,2024-09-26,Cerro Verde,MTTO. PLANTA
651,651,2024-10-11,2024-02-05,2024-09-30,Huanzala,MANTTO DE EQUIPOS TRACKLESS
652,652,2024-07-29,2024-07-01,2023-11-16,San Gabriel,MTTO. PLANTA
653,653,2024-05-02,2024-11-03,2024-06-13,Julcani,MTTO. EQUIPOS
654,654,2024-09-11,2024-05-14,2024-06-26,San Gabriel,MTTO. PLANTA
655,655,2024-01-28,2024-07-24,2024-04-21,Uchucchacua,MTTO. PLANTA
656,656,2024-08-21,2024-06-14,2023-11-08,Coimolache,MTTO. EQUIPOS
657,657,2024-09-29,2024-05-01,2024-02-19,Uchucchacua,MTTO. EQUIPOS
658,658,2024-01-15,2024-06-29,2023-12-17,Cerro Verde,MTTO. EQUIPOS
659,659,2024-08-13,2024-03-11,2024-09-12,Colquijirca,MTTO. EQUIPOS
660,660,2024-03-02,2024-10-08,2024-10-22,Uchucchacua,MTTO. PLANTA
661,661,2024-06-30,2024-09-14,2024-03-01,El Faique,MTTO. EQUIPOS
662,662,2023-12-03,2024-05-29,2024-02-03,Cerro Verde,MTTO. SERVICIOS
663,663,2024-03-13,2024-09-29,2024-03-16,Huanzala,MTTO. EQUIPOS
664,664,2024-10-18,2023-12-21,2023-12-12,Coimolache,MANTTO DE EQUIPOS TRACKLESS
665,665,2024-09-25,2023-12-13,2024-08-14,La Zanja,MTTO. EQUIPOS
666,666,2024-03-22,2024-07-28,2024-07-22,Río Seco,MTTO. PLANTA
667,667,2024-10-18,2023-12-08,2024-03-12,Orcopampa,MTTO. SERVICIOS
668,668,2024-09-27,2023-12-18,2024-04-21,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
669,669,2024-04-26,2024-02-04,2024-04-04,Orcopampa,MTTO. EQUIPOS
670,670,2024-04-05,2023-12-12,2024-02-02,Colquijirca,MTTO. SERVICIOS
671,671,2024-03-29,2024-01-08,2024-09-14,Coimolache,MTTO. SERVICIOS
672,672,2024-05-27,2023-12-25,2023-11-18,El Faique,MANTTO DE EQUIPOS TRACKLESS
673,673,2024-05-26,2024-01-03,2024-06-11,Colquijirca,MTTO. EQUIPOS
674,674,2023-11-30,2024-05-20,2024-06-24,Coimolache,MTTO. EQUIPOS
675,675,2024-06-23,2024-06-12,2024-01-11,El Faique,MTTO. EQUIPOS
676,676,2024-08-19,2024-06-26,2024-01-13,Coimolache,MTTO. PLANTA
677,677,2024-07-15,2024-03-09,2024-07-08,La Zanja,MTTO. EQUIPOS
678,678,2024-07-21,2024-02-17,2024-01-08,Río Seco,MTTO. PLANTA
679,679,2023-11-20,2024-09-02,2024-07-15,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
680,680,2024-09-16,2024-04-30,2023-12-20,Julcani,MANTTO DE EQUIPOS TRACKLESS
681,681,2024-08-15,2024-10-06,2024-03-25,El Faique,MTTO. SERVICIOS
682,682,2024-02-01,2024-10-21,2024-10-08,Colquijirca,MTTO. EQUIPOS
683,683,2024-06-28,2023-12-04,2024-04-17,El Faique,MTTO. PLANTA
684,684,2024-03-20,2024-06-22,2024-02-21,San Gabriel,MTTO. PLANTA
685,685,2024-08-15,2024-05-17,2024-09-08,El Faique,MTTO. SERVICIOS
686,686,2024-01-14,2024-04-02,2024-06-16,Julcani,MANTTO DE EQUIPOS TRACKLESS
687,687,2024-03-30,2024-09-10,2024-02-19,Cerro Verde,MTTO. EQUIPOS
688,688,2024-01-17,2024-05-03,2024-05-12,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
689,689,2023-12-16,2024-02-13,2024-03-20,Coimolache,MTTO. EQUIPOS
690,690,2024-02-26,2024-02-11,2024-07-04,Yumpag,MTTO. SERVICIOS
691,691,2024-02-27,2024-08-24,2024-03-01,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
692,692,2024-07-27,2023-11-08,2024-05-26,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
693,693,2024-08-16,2024-11-03,2024-10-16,San Gabriel,MTTO. SERVICIOS
694,694,2023-11-12,2024-04-17,2024-03-21,Julcani,MANTTO DE EQUIPOS TRACKLESS
695,695,2024-05-16,2024-05-07,2024-08-09,Río Seco,MTTO. EQUIPOS
696,696,2023-12-30,2024-05-22,2024-09-12,Huanzala,MTTO.ELECTRICO
697,697,2024-09-18,2023-11-17,2024-05-04,Huanzala,MANTTO DE EQUIPOS TRACKLESS
698,698,2024-09-26,2024-10-07,2024-03-22,Julcani,MTTO.ELECTRICO
699,699,2024-03-05,2024-10-16,2024-03-10,Uchucchacua,MTTO. EQUIPOS
700,700,2024-09-24,2024-04-22,2024-05-04,Colquijirca,MTTO. EQUIPOS
701,701,2023-12-24,2024-07-05,2024-06-01,Coimolache,MTTO.ELECTRICO
702,702,2024-02-09,2023-12-14,2024-09-30,La Zanja,MTTO. PLANTA
703,703,2024-08-15,2024-10-28,2024-02-18,Colquijirca,MTTO. EQUIPOS
704,704,2024-07-05,2024-05-17,2024-10-11,Río Seco,MTTO. SERVICIOS
705,705,2024-08-12,2024-02-02,2024-07-18,El Faique,MANTTO DE EQUIPOS TRACKLESS
706,706,2024-09-18,2024-06-23,2024-10-08,Río Seco,MTTO. PLANTA
707,707,2024-04-09,2024-10-15,2024-06-23,Colquijirca,MTTO. EQUIPOS
708,708,2024-07-22,2024-05-05,2024-03-22,Huanzala,MANTTO DE EQUIPOS TRACKLESS
709,709,2024-10-02,2024-01-31,2024-06-04,Orcopampa,MTTO. EQUIPOS
710,710,2024-07-07,2024-01-25,2024-07-16,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
711,711,2024-03-05,2023-11-18,2024-07-23,Coimolache,MTTO. PLANTA
712,712,2024-04-27,2024-01-07,2024-06-03,La Zanja,MTTO.ELECTRICO
713,713,2023-12-24,2024-06-05,2024-08-05,Cerro Verde,MTTO. SERVICIOS
714,714,2024-07-25,2024-03-01,2024-04-15,Colquijirca,MTTO. EQUIPOS
715,715,2024-03-28,2023-12-16,2024-01-31,La Zanja,MTTO. EQUIPOS
716,716,2024-06-28,2024-10-01,2024-02-07,Cerro Verde,MTTO. EQUIPOS
717,717,2024-02-14,2024-06-12,2024-04-04,Colquijirca,MTTO. EQUIPOS
718,718,2024-02-26,2024-07-29,2023-11-11,Orcopampa,MTTO.ELECTRICO
719,719,2024-01-17,2024-04-20,2024-02-29,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
720,720,2024-01-21,2024-04-28,2024-03-04,Julcani,MANTTO DE EQUIPOS TRACKLESS
721,721,2024-06-25,2024-03-17,2024-02-01,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
722,722,2024-08-25,2023-11-11,2024-01-16,Cerro Verde,MTTO. EQUIPOS
723,723,2023-12-18,2024-04-30,2024-10-06,Huanzala,MANTTO DE EQUIPOS TRACKLESS
724,724,2024-03-12,2023-11-19,2023-11-09,San Gabriel,MTTO. SERVICIOS
725,725,2024-08-26,2024-07-26,2024-10-23,Colquijirca,MTTO. SERVICIOS
726,726,2023-12-18,2024-11-03,2023-11-28,Yumpag,MTTO. EQUIPOS
727,727,2024-07-04,2024-03-25,2024-09-12,Yumpag,MTTO. SERVICIOS
728,728,2024-09-25,2023-11-14,2023-11-21,Huanzala,MTTO. PLANTA
729,729,2023-11-18,2024-02-16,2024-03-18,San Gabriel,MTTO. EQUIPOS
730,730,2024-09-25,2024-01-23,2023-12-23,Coimolache,MTTO. SERVICIOS
731,731,2024-01-13,2024-05-18,2023-12-23,Uchucchacua,MTTO. SERVICIOS
732,732,2024-04-21,2024-09-08,2024-02-24,Huanzala,MTTO. EQUIPOS
733,733,2024-10-31,2024-02-18,2024-07-19,Huanzala,MTTO. EQUIPOS
734,734,2024-02-21,2024-08-06,2023-12-26,Yumpag,MTTO. EQUIPOS
735,735,2024-05-06,2024-11-01,2024-03-28,Yumpag,MTTO. EQUIPOS
736,736,2024-05-08,2023-12-04,2023-12-07,Uchucchacua,MTTO. PLANTA
737,737,2024-05-29,2024-10-13,2024-02-16,Orcopampa,MTTO. EQUIPOS
738,738,2024-11-02,2024-01-03,2024-05-03,Uchucchacua,MTTO.ELECTRICO
739,739,2024-07-08,2024-06-17,2024-06-04,Huanzala,MTTO. PLANTA
740,740,2024-08-01,2024-04-01,2024-10-09,Río Seco,MANTTO DE EQUIPOS TRACKLESS
741,741,2024-05-08,2024-04-20,2024-07-13,Yumpag,MANTTO DE EQUIPOS TRACKLESS
742,742,2024-09-02,2024-02-28,2024-09-03,Cerro Verde,MTTO. EQUIPOS
743,743,2024-08-09,2024-06-09,2023-12-11,Tambomayo,MTTO. SERVICIOS
744,744,2024-04-12,2024-01-05,2024-05-14,Orcopampa,MTTO. PLANTA
745,745,2024-10-12,2023-12-18,2024-11-01,Río Seco,MTTO. SERVICIOS
746,746,2024-07-04,2024-09-09,2024-04-24,Coimolache,MTTO. PLANTA
747,747,2024-05-20,2024-01-07,2024-02-24,Uchucchacua,MTTO.ELECTRICO
748,748,2024-02-05,2024-01-12,2024-03-26,San Gabriel,MTTO. PLANTA
749,749,2024-07-30,2024-02-09,2024-01-10,Cerro Verde,MTTO.ELECTRICO
750,750,2024-06-21,2024-01-09,2024-02-16,Orcopampa,MTTO.ELECTRICO
751,751,2024-10-12,2024-10-03,2024-05-21,Coimolache,MTTO.ELECTRICO
752,752,2024-06-10,2024-09-21,2024-08-05,Orcopampa,MTTO. EQUIPOS
753,753,2024-02-23,2024-05-06,2024-02-19,Río Seco,MTTO.ELECTRICO
754,754,2024-02-15,2023-12-29,2024-05-03,El Faique,MTTO. SERVICIOS
755,755,2024-10-21,2024-01-03,2024-04-18,Río Seco,MTTO. PLANTA
756,756,2024-09-24,2024-09-08,2024-03-02,Coimolache,MTTO. EQUIPOS
757,757,2024-01-18,2023-11-30,2024-02-23,Orcopampa,MTTO. SERVICIOS
758,758,2024-05-17,2024-03-03,2024-07-02,La Zanja,MTTO. EQUIPOS
759,759,2024-02-01,2024-10-08,2023-11-19,Julcani,MTTO. EQUIPOS
760,760,2024-07-07,2024-01-21,2024-10-12,Uchucchacua,MTTO. EQUIPOS
761,761,2024-04-08,2024-01-24,2023-12-20,El Faique,MANTTO DE EQUIPOS TRACKLESS
762,762,2024-04-08,2024-04-21,2024-08-31,Coimolache,MTTO. SERVICIOS
763,763,2024-04-01,2024-03-01,2024-02-29,Uchucchacua,MTTO. EQUIPOS
764,764,2024-08-08,2023-12-05,2024-03-31,Colquijirca,MTTO.ELECTRICO
765,765,2024-02-16,2023-12-10,2024-06-16,Julcani,MTTO. SERVICIOS
766,766,2023-11-20,2024-06-13,2024-02-25,Orcopampa,MTTO. EQUIPOS
767,767,2024-06-28,2024-03-24,2024-08-31,Río Seco,MTTO. EQUIPOS
768,768,2024-05-09,2024-04-24,2024-08-08,Yumpag,MTTO. PLANTA
769,769,2024-03-01,2024-05-07,2024-04-07,Coimolache,MTTO.ELECTRICO
770,770,2024-03-27,2024-05-23,2024-03-09,Cerro Verde,MTTO. EQUIPOS
771,771,2023-12-05,2024-08-07,2024-11-03,La Zanja,MTTO.ELECTRICO
772,772,2023-11-11,2024-01-18,2024-02-04,Coimolache,MTTO. EQUIPOS
773,773,2024-01-02,2024-01-06,2023-11-28,El Faique,MTTO. SERVICIOS
774,774,2024-02-29,2024-10-01,2024-07-16,La Zanja,MANTTO DE EQUIPOS TRACKLESS
775,775,2024-02-12,2024-05-16,2024-07-03,Orcopampa,MTTO. PLANTA
776,776,2024-09-20,2024-03-19,2024-02-09,Colquijirca,MTTO. PLANTA
777,777,2024-07-14,2024-07-17,2023-12-09,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
778,778,2024-04-14,2024-08-09,2023-12-06,El Faique,MTTO. PLANTA
779,779,2024-02-11,2024-09-11,2024-01-20,Julcani,MTTO. SERVICIOS
780,780,2024-06-02,2024-10-13,2024-06-27,Río Seco,MANTTO DE EQUIPOS TRACKLESS
781,781,2023-12-23,2024-09-15,2024-08-28,Tambomayo,MTTO.ELECTRICO
782,782,2024-09-02,2024-01-06,2024-01-20,La Zanja,MTTO. PLANTA
783,783,2024-10-13,2024-07-24,2024-01-07,Julcani,MTTO. EQUIPOS
784,784,2024-06-09,2024-09-12,2024-02-27,Yumpag,MTTO. EQUIPOS
785,785,2024-02-25,2024-06-01,2024-07-01,El Faique,MANTTO DE EQUIPOS TRACKLESS
786,786,2024-10-09,2024-08-25,2023-11-26,Julcani,MTTO. PLANTA
787,787,2024-01-30,2024-01-07,2024-09-25,Cerro Verde,MTTO. EQUIPOS
788,788,2023-11-17,2024-08-27,2024-10-26,Colquijirca,MTTO. SERVICIOS
789,789,2024-06-07,2024-04-03,2024-04-13,Uchucchacua,MTTO. SERVICIOS
790,790,2024-11-05,2024-03-01,2024-07-19,Río Seco,MTTO. PLANTA
791,791,2024-04-04,2024-10-05,2024-08-01,Uchucchacua,MTTO. PLANTA
792,792,2024-11-04,2024-01-18,2024-04-18,Colquijirca,MTTO. SERVICIOS
793,793,2023-12-23,2024-09-18,2024-03-02,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
794,794,2024-07-10,2024-05-19,2024-08-10,Colquijirca,MTTO. EQUIPOS
795,795,2024-03-29,2024-04-23,2024-08-30,Tambomayo,MTTO. PLANTA
796,796,2024-09-13,2024-08-15,2024-03-15,El Faique,MTTO. SERVICIOS
797,797,2024-08-30,2024-09-16,2024-05-03,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
798,798,2024-08-02,2024-09-14,2024-01-28,Orcopampa,MTTO. PLANTA
799,799,2024-10-04,2024-08-12,2024-05-10,Uchucchacua,MTTO. PLANTA
800,800,2024-01-06,2024-08-03,2024-02-01,San Gabriel,MTTO. EQUIPOS
801,801,2023-12-21,2024-05-10,2024-03-20,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
802,802,2024-05-16,2024-01-14,2024-09-19,Coimolache,MANTTO DE EQUIPOS TRACKLESS
803,803,2024-06-10,2023-11-17,2023-12-25,Coimolache,MTTO. EQUIPOS
804,804,2024-04-24,2024-05-17,2024-07-12,Yumpag,MTTO.ELECTRICO
805,805,2023-11-24,2023-12-19,2024-01-29,El Faique,MTTO. SERVICIOS
806,806,2024-09-21,2024-08-26,2024-09-20,Julcani,MTTO. EQUIPOS
807,807,2023-12-20,2023-12-19,2024-09-01,Colquijirca,MTTO. EQUIPOS
808,808,2024-08-25,2024-11-02,2024-07-22,Huanzala,MTTO. EQUIPOS
809,809,2024-02-05,2024-07-04,2024-09-08,La Zanja,MANTTO DE EQUIPOS TRACKLESS
810,810,2024-09-21,2024-04-16,2024-06-24,San Gabriel,MTTO. SERVICIOS
811,811,2023-11-21,2023-12-11,2024-01-01,Huanzala,MTTO. EQUIPOS
812,812,2024-08-28,2024-09-06,2024-04-13,La Zanja,MTTO. EQUIPOS
813,813,2024-03-31,2024-02-27,2024-04-01,Yumpag,MTTO. SERVICIOS
814,814,2024-02-22,2024-02-27,2023-12-10,Cerro Verde,MTTO. PLANTA
815,815,2024-11-03,2024-09-16,2024-04-17,Colquijirca,MTTO.ELECTRICO
816,816,2024-06-18,2024-07-14,2024-07-14,Uchucchacua,MTTO. PLANTA
817,817,2023-12-08,2024-02-21,2024-10-08,Coimolache,MTTO. PLANTA
818,818,2024-03-11,2024-04-09,2024-10-17,Río Seco,MTTO. EQUIPOS
819,819,2024-07-23,2024-01-05,2024-07-01,El Faique,MANTTO DE EQUIPOS TRACKLESS
820,820,2023-12-26,2024-05-26,2024-07-31,Coimolache,MTTO. SERVICIOS
821,821,2024-04-20,2023-11-15,2024-08-15,Uchucchacua,MTTO. SERVICIOS
822,822,2024-04-18,2024-08-22,2024-02-20,Colquijirca,MTTO. EQUIPOS
823,823,2024-07-21,2023-12-29,2024-03-30,Río Seco,MTTO. SERVICIOS
824,824,2024-10-25,2024-04-12,2024-09-11,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
825,825,2024-04-02,2024-03-23,2024-04-28,Colquijirca,MTTO. PLANTA
826,826,2024-04-08,2024-09-02,2024-06-08,Coimolache,MTTO. PLANTA
827,827,2024-01-20,2024-05-08,2024-01-23,Río Seco,MANTTO DE EQUIPOS TRACKLESS
828,828,2024-06-29,2024-02-24,2024-05-31,Yumpag,MTTO.ELECTRICO
829,829,2024-10-07,2024-05-06,2023-12-14,Coimolache,MTTO. SERVICIOS
830,830,2024-02-06,2024-06-27,2024-04-15,El Faique,MTTO. EQUIPOS
831,831,2024-05-02,2024-08-16,2024-06-12,Huanzala,MANTTO DE EQUIPOS TRACKLESS
832,832,2024-09-28,2024-04-30,2023-11-06,Colquijirca,MTTO. SERVICIOS
833,833,2024-06-21,2024-07-07,2024-02-20,Río Seco,MTTO. EQUIPOS
834,834,2024-03-04,2024-02-12,2024-07-28,Julcani,MTTO. SERVICIOS
835,835,2024-01-09,2024-09-10,2024-07-18,Colquijirca,MTTO. EQUIPOS
836,836,2024-11-05,2024-01-03,2024-03-04,El Faique,MTTO. PLANTA
837,837,2024-06-23,2024-01-02,2024-05-05,Río Seco,MANTTO DE EQUIPOS TRACKLESS
838,838,2024-09-23,2024-10-07,2024-07-28,Yumpag,MTTO. EQUIPOS
839,839,2024-07-29,2024-04-17,2024-01-09,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
840,840,2024-05-01,2024-06-25,2024-05-26,Río Seco,MTTO. EQUIPOS
841,841,2024-09-04,2024-07-25,2024-09-02,San Gabriel,MTTO. PLANTA
842,842,2024-07-28,2024-11-04,2024-06-13,Río Seco,MTTO. EQUIPOS
843,843,2023-11-12,2024-07-08,2024-06-30,Yumpag,MTTO. SERVICIOS
844,844,2024-05-26,2024-09-26,2024-06-09,Yumpag,MTTO. SERVICIOS
845,845,2024-06-16,2024-10-02,2023-12-20,Cerro Verde,MTTO. PLANTA
846,846,2024-10-31,2023-11-13,2023-11-12,San Gabriel,MTTO. EQUIPOS
847,847,2024-05-02,2023-11-11,2024-01-04,Orcopampa,MTTO. SERVICIOS
848,848,2024-08-15,2024-10-22,2024-06-01,El Faique,MTTO. EQUIPOS
849,849,2024-03-31,2024-07-03,2024-01-26,Julcani,MTTO. PLANTA
850,850,2024-07-23,2024-05-04,2024-04-27,Yumpag,MTTO.ELECTRICO
851,851,2024-05-05,2024-10-16,2024-04-07,La Zanja,MTTO. EQUIPOS
852,852,2023-11-25,2024-02-08,2024-05-15,Colquijirca,MTTO. PLANTA
853,853,2024-02-18,2024-01-07,2024-07-07,Cerro Verde,MTTO. EQUIPOS
854,854,2024-11-03,2023-12-31,2024-07-11,Tambomayo,MTTO. PLANTA
855,855,2024-01-22,2024-10-29,2023-12-15,Río Seco,MTTO. SERVICIOS
856,856,2024-06-14,2024-09-27,2024-11-04,El Faique,MTTO.ELECTRICO
857,857,2024-05-06,2024-02-21,2024-08-04,Cerro Verde,MTTO. EQUIPOS
858,858,2024-08-07,2024-09-30,2024-08-30,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
859,859,2024-05-02,2024-07-29,2024-10-01,Río Seco,MTTO. PLANTA
860,860,2023-11-27,2023-12-19,2024-02-28,Huanzala,MTTO. EQUIPOS
861,861,2024-05-03,2024-06-11,2024-10-29,El Faique,MTTO. PLANTA
862,862,2024-03-02,2024-09-17,2024-03-08,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
863,863,2023-11-19,2024-10-27,2024-01-11,San Gabriel,MTTO. SERVICIOS
864,864,2024-03-09,2024-03-26,2024-10-23,Colquijirca,MTTO. EQUIPOS
865,865,2024-05-17,2023-12-24,2024-02-15,Uchucchacua,MTTO. EQUIPOS
866,866,2024-09-19,2024-07-07,2024-01-05,Julcani,MTTO. PLANTA
867,867,2024-10-17,2023-12-10,2023-11-11,Cerro Verde,MTTO. PLANTA
868,868,2024-02-26,2023-12-20,2024-06-13,Tambomayo,MTTO. PLANTA
869,869,2024-04-06,2024-03-22,2024-02-01,Julcani,MTTO. EQUIPOS
870,870,2024-08-18,2023-11-09,2024-10-29,El Faique,MTTO. SERVICIOS
871,871,2024-05-19,2024-02-11,2024-01-10,Julcani,MTTO.ELECTRICO
872,872,2024-01-21,2024-04-16,2024-05-17,Cerro Verde,MTTO.ELECTRICO
873,873,2024-04-28,2024-08-28,2024-09-23,San Gabriel,MTTO. EQUIPOS
874,874,2024-01-27,2023-12-14,2024-10-15,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
875,875,2024-08-14,2023-12-13,2024-01-28,La Zanja,MTTO. EQUIPOS
876,876,2023-12-07,2024-05-03,2023-12-05,Yumpag,MTTO. EQUIPOS
877,877,2023-12-21,2024-04-01,2024-01-22,Coimolache,MTTO. EQUIPOS
878,878,2023-11-11,2024-10-05,2024-05-21,Cerro Verde,MTTO. EQUIPOS
879,879,2024-04-18,2023-11-23,2024-02-26,Tambomayo,MTTO. SERVICIOS
880,880,2024-07-18,2024-06-07,2024-10-25,Cerro Verde,MTTO. EQUIPOS
881,881,2023-12-12,2024-10-05,2024-03-17,Tambomayo,MTTO. EQUIPOS
882,882,2023-11-13,2024-01-06,2024-04-07,Cerro Verde,MTTO. EQUIPOS
883,883,2024-01-23,2023-12-31,2024-01-22,Orcopampa,MTTO. EQUIPOS
884,884,2024-03-14,2024-08-17,2024-08-30,Cerro Verde,MTTO. SERVICIOS
885,885,2024-07-03,2024-09-01,2024-06-11,Río Seco,MTTO. EQUIPOS
886,886,2023-11-18,2024-07-06,2024-03-16,Uchucchacua,MTTO. PLANTA
887,887,2024-09-30,2024-08-06,2024-08-02,Huanzala,MTTO. EQUIPOS
888,888,2024-09-19,2024-07-19,2024-10-26,Colquijirca,MTTO. EQUIPOS
889,889,2024-08-02,2023-11-07,2024-03-23,Cerro Verde,MTTO. EQUIPOS
890,890,2024-07-08,2024-01-28,2024-07-07,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
891,891,2024-06-20,2023-11-29,2024-07-05,Orcopampa,MTTO. EQUIPOS
892,892,2024-06-17,2023-11-22,2024-02-02,Orcopampa,MTTO. EQUIPOS
893,893,2024-10-11,2024-10-19,2024-05-03,Coimolache,MTTO. EQUIPOS
894,894,2024-10-12,2024-01-08,2024-10-01,La Zanja,MTTO. EQUIPOS
895,895,2023-11-08,2024-09-05,2024-08-21,Yumpag,MTTO. EQUIPOS
896,896,2024-01-05,2024-10-21,2024-06-23,Tambomayo,MTTO. PLANTA
897,897,2024-02-18,2024-03-02,2024-10-14,Coimolache,MTTO. PLANTA
898,898,2024-10-05,2024-06-21,2024-07-05,San Gabriel,MTTO. EQUIPOS
899,899,2024-01-19,2023-12-09,2024-02-06,Tambomayo,MTTO. SERVICIOS
900,900,2024-01-03,2024-07-09,2024-06-20,La Zanja,MTTO. PLANTA
901,901,2024-08-02,2023-12-30,2023-11-11,San Gabriel,MTTO.ELECTRICO
902,902,2024-02-02,2024-07-01,2024-01-27,Yumpag,MANTTO DE EQUIPOS TRACKLESS
903,903,2024-09-23,2023-11-17,2024-10-02,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
904,904,2024-04-19,2024-07-11,2023-11-17,San Gabriel,MTTO. SERVICIOS
905,905,2024-10-04,2024-08-17,2024-09-21,Colquijirca,MTTO.ELECTRICO
906,906,2024-03-01,2024-08-23,2023-12-20,Yumpag,MANTTO DE EQUIPOS TRACKLESS
907,907,2024-02-12,2024-03-23,2024-07-12,Julcani,MANTTO DE EQUIPOS TRACKLESS
908,908,2023-11-24,2024-08-06,2024-04-04,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
909,909,2023-12-13,2023-12-11,2024-08-19,Coimolache,MTTO. PLANTA
910,910,2024-05-26,2024-02-13,2023-11-21,Yumpag,MTTO. PLANTA
911,911,2024-05-19,2024-10-15,2024-06-27,Río Seco,MTTO. PLANTA
912,912,2024-02-22,2024-10-28,2024-04-20,San Gabriel,MTTO. EQUIPOS
913,913,2024-06-27,2024-07-04,2024-01-19,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
