Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_tarea,Id_actividad,id_tarea,id_actividad
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,deberes ocasionales,262,170,484,91
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,responsabilidades habituales,115,234,485,91
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,Tareas diarias,229,102,486,91
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,Tareas diarias,117,59,487,91
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,asignaciones regulares,137,77,488,91
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,responsabilidades habituales,119,172,489,91
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,deberes ocasionales,118,191,490,91
Probar la iluminacion de emergencia para verificar su funcionalidad,Gerente de Instalaciones,obligaciones frecuentes,84,185,491,91
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,recados semanales,40,99,492,92
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,metas anuales,78,24,493,92
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,recados semanales,60,210,494,92
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,Tareas diarias,170,78,495,92
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,Tareas diarias,11,205,496,92
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,recados semanales,210,253,497,92
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,metas anuales,192,88,498,92
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,asignaciones regulares,25,238,499,92
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,298,126,500,92
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,deberes ocasionales,12,274,501,93
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,metas anuales,256,229,502,93
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,obligaciones frecuentes,64,194,503,94
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,241,150,504,95
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,responsabilidades habituales,22,294,505,95
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,Tareas diarias,134,83,506,95
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,responsabilidades habituales,119,181,507,95
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,asignaciones regulares,88,57,508,96
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,Tareas diarias,26,55,509,96
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,asignaciones regulares,165,3,510,96
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,124,50,511,96
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,Tareas diarias,147,98,512,96
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,recados semanales,208,145,513,96
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,Tareas diarias,191,19,514,96
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,Tareas diarias,198,192,515,96
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,151,123,516,96
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,asignaciones regulares,133,245,517,96
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,recados semanales,78,218,518,97
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,responsabilidades habituales,26,172,519,97
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,284,30,520,97
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,Tareas diarias,68,171,521,97
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,responsabilidades habituales,140,299,522,97
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,recados semanales,224,274,523,97
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,obligaciones frecuentes,90,253,524,97
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,recados semanales,83,197,525,98
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,deberes ocasionales,3,119,526,98
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,deberes ocasionales,299,59,527,99
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,metas anuales,69,202,528,99
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,deberes ocasionales,239,178,529,99
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,186,124,530,99
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,deberes ocasionales,169,96,531,100
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,133,239,532,100
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,recados semanales,123,231,533,100
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,responsabilidades habituales,205,274,534,100
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,metas anuales,117,284,535,101
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,271,30,536,101
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,244,194,537,101
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,109,42,538,101
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,deberes ocasionales,189,278,539,101
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,metas anuales,116,137,540,101
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,recados semanales,167,278,541,102
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,204,223,542,102
Probar los sistemas de alarma para verificar su respuesta,Planificador de Mantenimiento,asignaciones regulares,97,159,543,102
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,responsabilidades habituales,124,54,544,102
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,recados semanales,123,135,545,102
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,obligaciones frecuentes,287,94,546,102
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,Tareas diarias,232,43,547,102
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,asignaciones regulares,192,210,548,102
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,recados semanales,156,153,549,102
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,metas anuales,294,139,550,102
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,responsabilidades habituales,278,153,551,103
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,recados semanales,12,203,552,103
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,Tareas diarias,290,87,553,103
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,deberes ocasionales,46,81,554,103
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,144,13,555,103
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,responsabilidades habituales,14,13,556,103
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,deberes ocasionales,245,122,557,103
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,metas anuales,158,148,558,104
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,deberes ocasionales,90,94,559,104
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,280,18,560,105
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,recados semanales,254,287,561,105
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,227,193,562,105
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,responsabilidades habituales,35,63,563,105
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,107,6,564,105
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,recados semanales,233,259,565,105
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,recados semanales,91,21,566,105
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,obligaciones frecuentes,109,250,567,105
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,21,188,568,105
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,recados semanales,150,15,569,106
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,recados semanales,269,55,570,106
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,asignaciones regulares,186,224,571,106
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,15,154,572,106
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,69,69,573,106
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,Tareas diarias,131,5,574,106
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,188,163,575,106
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,272,186,576,107
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,obligaciones frecuentes,148,113,577,107
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,metas anuales,276,187,578,107
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,156,67,579,107
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,obligaciones frecuentes,229,266,580,107
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,recados semanales,54,156,581,107
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,obligaciones frecuentes,19,11,582,107
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,104,122,583,107
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,146,70,584,107
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,obligaciones frecuentes,9,59,585,107
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,responsabilidades habituales,85,17,586,108
Inspeccionar las bandas transportadoras en busca de desgaste,Supervisor de Mantenimiento,deberes ocasionales,277,21,587,108
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,deberes ocasionales,207,10,588,108
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,274,143,589,108
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,299,195,590,109
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,asignaciones regulares,188,258,591,109
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,metas anuales,12,116,592,110
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,metas anuales,264,300,593,110
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,obligaciones frecuentes,5,294,594,111
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,metas anuales,289,5,595,112
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,deberes ocasionales,71,159,596,112
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,metas anuales,217,95,597,112
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,Tareas diarias,80,236,598,113
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,recados semanales,125,44,599,113
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,165,180,600,113
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,metas anuales,215,169,601,113
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,asignaciones regulares,94,265,602,113
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,recados semanales,14,79,603,113
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,Tareas diarias,277,52,604,113
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,asignaciones regulares,255,55,605,113
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,Tareas diarias,74,237,606,113
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,Tareas diarias,149,210,607,114
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,178,148,608,114
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,69,141,609,114
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,responsabilidades habituales,188,151,610,114
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,asignaciones regulares,69,257,611,114
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,metas anuales,93,167,612,114
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,3,105,613,114
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,Tareas diarias,107,188,614,115
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,Tareas diarias,110,108,615,115
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,Tareas diarias,1,117,616,115
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,223,128,617,115
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,deberes ocasionales,226,230,618,115
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,deberes ocasionales,252,279,619,115
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,deberes ocasionales,180,298,620,115
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,115,2,621,115
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,metas anuales,184,96,622,116
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,34,218,623,116
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,deberes ocasionales,197,277,624,116
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,asignaciones regulares,278,256,625,116
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,12,275,626,116
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,8,282,627,116
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,deberes ocasionales,297,90,628,116
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,deberes ocasionales,171,28,629,116
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,metas anuales,124,30,630,116
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,responsabilidades habituales,37,112,631,117
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,responsabilidades habituales,191,30,632,117
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,deberes ocasionales,279,102,633,117
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,metas anuales,231,267,634,117
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,deberes ocasionales,167,294,635,117
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,Tareas diarias,281,11,636,117
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,recados semanales,286,179,637,117
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,recados semanales,39,126,638,117
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,deberes ocasionales,7,64,639,117
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,recados semanales,288,19,640,118
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,deberes ocasionales,229,238,641,118
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,metas anuales,65,145,642,118
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,Tareas diarias,274,224,643,118
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,192,107,644,119
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,74,146,645,119
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,195,183,646,119
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,48,88,647,119
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,metas anuales,217,67,648,119
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,recados semanales,52,82,649,119
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,Tareas diarias,74,178,650,119
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,obligaciones frecuentes,113,45,651,119
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,112,296,652,120
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,responsabilidades habituales,117,164,653,120
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,responsabilidades habituales,213,242,654,120
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,Tareas diarias,84,277,655,120
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,222,20,656,120
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,30,300,657,120
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,Tareas diarias,284,121,658,120
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,145,268,659,120
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,188,230,660,120
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,24,79,661,120
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,95,223,662,121
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,deberes ocasionales,21,5,663,121
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,metas anuales,249,48,664,122
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,responsabilidades habituales,238,221,665,122
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,80,18,666,122
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,166,169,667,122
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,responsabilidades habituales,73,220,668,123
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,241,126,669,123
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,responsabilidades habituales,258,59,670,124
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,responsabilidades habituales,18,192,671,124
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,Tareas diarias,14,10,672,124
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,35,248,673,124
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,responsabilidades habituales,49,34,674,124
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,210,297,675,125
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,239,282,676,125
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,recados semanales,93,18,677,125
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,Tareas diarias,39,157,678,125
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,39,171,679,125
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,recados semanales,269,256,680,126
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,recados semanales,122,157,681,126
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,metas anuales,92,55,682,126
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,158,3,683,126
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,66,159,684,126
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,Tareas diarias,99,85,685,126
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,asignaciones regulares,174,171,686,126
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,35,254,687,126
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,recados semanales,184,6,688,126
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,responsabilidades habituales,184,234,689,126
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,Tareas diarias,132,51,690,127
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,267,45,691,127
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,responsabilidades habituales,127,187,692,127
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,Tareas diarias,223,237,693,127
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,metas anuales,150,32,694,128
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,deberes ocasionales,19,278,695,128
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,asignaciones regulares,278,114,696,128
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,metas anuales,236,5,697,128
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,22,111,698,128
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,Tareas diarias,50,147,699,129
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,asignaciones regulares,182,116,700,129
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,26,276,701,129
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,metas anuales,58,71,702,129
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,82,258,703,129
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,Tareas diarias,209,123,704,129
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,86,108,705,130
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,Tareas diarias,250,298,706,130
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,129,166,707,130
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,191,51,708,130
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,obligaciones frecuentes,282,179,709,130
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,metas anuales,154,239,710,130
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,Tareas diarias,29,267,711,130
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,Tareas diarias,237,120,712,131
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,191,282,713,131
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,279,288,714,131
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,deberes ocasionales,273,156,715,132
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,220,15,716,133
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,recados semanales,17,65,717,134
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,responsabilidades habituales,60,181,718,134
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,recados semanales,114,79,719,134
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,240,288,720,134
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,49,223,721,134
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,218,19,722,134
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,23,41,723,134
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,asignaciones regulares,227,154,724,135
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,64,200,725,135
